RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   61   65     0     0  con    0  1.0D+00  3.0D-02  3.126D-01 -1.055D-01
   62   66     0     0  con    0  1.0D+00  3.9D-02  4.687D-01 -1.170D-01
   63   67     0     0  con    0  1.0D+00  6.5D-02  1.512D-01 -1.312D-01
   64   68     0     0  con    0  1.0D+00  5.6D-02  1.652D-01 -1.426D-01
   65   69     0     0  con    0  1.0D+00  6.7D-02  5.627D-01 -1.460D-01
   66   70     0     0  con    0  1.0D+00  1.3D-02  6.025D-02 -1.544D-01
   67   71     0     0  con    0  1.0D+00  7.7D-03  1.059D-01 -1.580D-01
   68   72     0     0  con    0  1.0D+00  1.7D-02  2.413D-01 -1.648D-01
   69   73     0     0  con    0  1.0D+00  3.6D-02  2.697D-01 -1.724D-01
   70   75     0     0  con    1  4.9D-01  3.4D-02  3.194D-01 -1.770D-01
   71   76     0     0  con    0  1.0D+00  2.8D-02  4.954D-02 -1.813D-01
   72   77     0     0  con    0  1.0D+00  2.6D-02  1.085D-01 -1.845D-01
   73   78     0     0  con    0  1.0D+00  3.8D-02  1.690D-01 -1.884D-01
   74   79     0     0  con    0  1.0D+00  5.4D-02  3.362D-01 -1.904D-01
   75   80     0     0  con    0  1.0D+00  6.1D-03  4.622D-02 -1.948D-01
   76   81     0     0  con    0  1.0D+00  5.8D-03  7.687D-02 -1.968D-01
   77   82     0     0  con    0  1.0D+00  1.0D-02  1.205D-01 -1.994D-01
   78   83     0     0  con    0  1.0D+00  2.9D-02  4.588D-01 -2.032D-01
   79   84     0     0  con    0  1.0D+00  2.9D-02  1.190D-01 -2.081D-01
   80   85     0     0  con    0  1.0D+00  2.4D-02  9.642D-02 -2.120D-01
   81   86     0     0  con    0  1.0D+00  4.3D-02  1.978D-01 -2.173D-01
   82   87     0     0  con    0  1.0D+00  6.4D-02  3.496D-01 -2.216D-01
   83   88     0     0  con    0  1.0D+00  2.6D-02  7.492D-02 -2.274D-01
   84   89     0     0  con    0  1.0D+00  2.7D-02  1.010D-01 -2.323D-01
   85   90     0     0  con    0  1.0D+00  3.2D-02  1.474D-01 -2.367D-01
   86   91     0     0  con    0  1.0D+00  8.6D-02  4.072D-01 -2.412D-01
   87   92     0     0  con    0  1.0D+00  3.2D-02  7.553D-02 -2.495D-01
   88   93     0     0  con    0  1.0D+00  2.9D-02  7.438D-02 -2.548D-01
   89   94     0     0  con    0  1.0D+00  5.0D-02  1.306D-01 -2.608D-01
   90   95     0     0  con    0  1.0D+00  1.0D-01  1.763D-01 -2.735D-01
   91   96     0     0  con    0  1.0D+00  2.7D-01  1.109D+00 -2.868D-01
   92   97     0     0  con    0  1.0D+00  7.6D-02  1.494D-01 -3.085D-01
   93   98     0     0  con    0  1.0D+00  8.9D-02  4.365D-01 -3.270D-01
   94   99     0     0  con    0  1.0D+00  1.7D-01  5.679D-01 -3.502D-01
   95  100     0     0  con    0  1.0D+00  4.8D-01  1.369D+00 -3.848D-01
   96  101     0     0  con    0  1.0D+00  3.3D-01  7.628D-01 -4.340D-01
   97  102     0     0  con    0  1.0D+00  4.1D-01  2.146D-01 -4.862D-01
   98  103     0     0  con    0  1.0D+00  5.2D-01  7.107D-01 -5.425D-01
   99  104     0     0  con    0  1.0D+00  1.1D+00  7.221D-01 -6.367D-01
  100  105     0     0  con    0  1.0D+00  1.6D+00  1.834D+00 -7.699D-01
  101  106     0     0  con    0  1.0D+00  1.0D+00  6.605D-01 -9.218D-01
  102  107     0     0  con    0  1.0D+00  2.0D+00  9.564D-01 -1.189D+00
  103  108     0     0  con    0  1.0D+00  2.0D+00  1.746D+00 -1.431D+00
  104  109     0     0  con    0  1.0D+00  3.0D+00  2.003D+00 -1.932D+00
  105  110     0     0  con    0  1.0D+00  1.4D+01  4.671D+00 -2.885D+00
  106  111     0     0  con    0  1.0D+00  1.2D+00  6.734D+00 -4.247D+00
  107  112     0     0  con    0  1.0D+00  2.0D+00  3.004D+00 -6.761D+00
  108  113     0     0  con    0  1.0D+00  9.5D+00  3.610D+00 -1.112D+01
  109  114     0     0  con    0  1.0D+00  6.6D-01  8.141D+00 -1.390D+01
  110  115     0     0  con    0  1.0D+00  6.4D+00  3.063D+00 -1.891D+01
  111  116     0     0  con    0  1.0D+00  2.6D+00  5.959D+00 -2.438D+01
  112  117     0     0  con    0  1.0D+00  7.5D+00  1.248D+01 -2.721D+01
  113  118     0     0  con    0  1.0D+00  4.2D+00  2.356D+00 -3.238D+01
  114  119     0     0  con    0  1.0D+00  4.0D-01  3.527D+00 -3.633D+01
  115  120     0     0  con    0  1.0D+00  4.2D+00  9.846D+00 -4.469D+01
  116  121     0     0  con    0  1.0D+00  4.6D+00  1.809D+01 -4.681D+01
  117  122     0     0  con    0  1.0D+00  6.9D-01  4.197D+00 -5.169D+01
  118  123     0     0  con    0  1.0D+00  6.0D-01  2.940D+00 -5.488D+01
  119  124     0     0  con    0  1.0D+00  2.2D+00  6.434D+00 -5.849D+01
  120  125     0     0  con    0  1.0D+00  2.8D+00  8.772D+00 -6.241D+01
  121  126     0     0  con    0  1.0D+00  4.2D+00  6.421D+00 -6.761D+01
  122  127     0     0  con    0  1.0D+00  7.5D-01  1.659D+00 -7.188D+01
  123  128     0     0  con    0  1.0D+00  6.7D-01  5.315D+00 -7.683D+01
  124  129     0     0  con    0  1.0D+00  1.7D+00  1.006D+01 -8.030D+01
  125  130     0     0  con    0  1.0D+00  8.3D-01  2.907D+00 -8.520D+01
  126  131     0     0  con    0  1.0D+00  1.8D+00  2.506D+00 -9.063D+01
  127  132     0     0  con    0  1.0D+00  1.5D+00  8.348D+00 -9.384D+01
  128  133     0     0  con    0  1.0D+00  2.0D+00  2.150D+00 -9.805D+01
  129  134     0     0  con    0  1.0D+00  1.2D+00  2.592D+00 -1.020D+02
  130  135     0     0  con    0  1.0D+00  2.0D+00  8.473D+00 -1.056D+02
  131  136     0     0  con    0  1.0D+00  2.9D-01  3.411D+00 -1.093D+02
  132  137     0     0  con    0  1.0D+00  1.7D-01  3.849D+00 -1.116D+02
  133  138     0     0  con    0  1.0D+00  1.3D+00  8.328D+00 -1.165D+02
  134  140     0     0  con    1  4.5D-01  1.3D+00  3.223D+00 -1.189D+02
  135  141     0     0  con    0  1.0D+00  1.2D+00  2.274D+00 -1.216D+02
  136  142     0     0  con    0  1.0D+00  2.1D+00  3.235D+00 -1.254D+02
  137  143     0     0  con    0  1.0D+00  1.9D+00  6.922D+00 -1.279D+02
  138  144     0     0  con    0  1.0D+00  1.2D+00  2.753D+00 -1.307D+02
  139  145     0     0  con    0  1.0D+00  4.1D-01  2.227D+00 -1.332D+02
  140  146     0     0  con    0  1.0D+00  7.1D-01  7.110D+00 -1.355D+02
  141  147     0     0  con    0  1.0D+00  3.4D-01  2.169D+00 -1.380D+02
  142  148     0     0  con    0  1.0D+00  2.7D-01  2.309D+00 -1.396D+02
  143  149     0     0  con    0  1.0D+00  6.7D-01  3.939D+00 -1.417D+02
  144  150     0     0  con    0  1.0D+00  1.2D+00  1.016D+01 -1.426D+02
  145  151     0     0  con    0  1.0D+00  7.5D-02  2.363D+00 -1.448D+02
  146  152     0     0  con    0  1.0D+00  3.4D-01  1.265D+00 -1.462D+02
  147  153     0     0  con    0  1.0D+00  6.3D-01  2.737D+00 -1.475D+02
  148  154     0     0  con    0  1.0D+00  1.0D+00  5.228D+00 -1.493D+02
  149  155     0     0  con    0  1.0D+00  1.3D+00  3.216D+00 -1.514D+02
  150  156     0     0  con    0  1.0D+00  2.7D-01  1.357D+00 -1.527D+02
  151  157     0     0  con    0  1.0D+00  4.3D-01  3.681D+00 -1.542D+02
  152  158     0     0  con    0  1.0D+00  5.1D-01  6.637D+00 -1.549D+02
  153  159     0     0  con    0  1.0D+00  8.4D-02  2.443D+00 -1.558D+02
  154  160     0     0  con    0  1.0D+00  4.5D-01  2.927D+00 -1.572D+02
  155  161     0     0  con    0  1.0D+00  4.0D-01  2.914D+00 -1.581D+02
  156  163     0     0  con    1  4.8D-01  8.3D-01  7.619D+00 -1.592D+02
  157  164     0     0  con    0  1.0D+00  8.6D-01  2.322D+00 -1.609D+02
  158  165     0     0  con    0  1.0D+00  4.2D-01  9.115D-01 -1.619D+02
  159  166     0     0  con    0  1.0D+00  6.5D-01  2.765D+00 -1.632D+02
  160  167     0     0  con    0  1.0D+00  8.4D-01  6.871D+00 -1.639D+02
  161  168     0     0  con    0  1.0D+00  1.2D-01  2.160D+00 -1.653D+02
  162  169     0     0  con    0  1.0D+00  2.5D-01  1.976D+00 -1.664D+02
  163  170     0     0  con    0  1.0D+00  3.9D-01  2.689D+00 -1.673D+02
  164  172     0     0  con    1  5.3D-01  5.0D-01  6.793D+00 -1.680D+02
  165  173     0     0  con    0  1.0D+00  5.2D-01  2.298D+00 -1.689D+02
  166  174     0     0  con    0  1.0D+00  3.8D-01  5.749D-01 -1.696D+02
  167  175     0     0  con    0  1.0D+00  4.4D-01  2.579D+00 -1.702D+02
  168  176     0     0  con    0  1.0D+00  6.6D-01  3.748D+00 -1.710D+02
  169  177     0     0  con    0  1.0D+00  3.9D-01  1.959D+00 -1.719D+02
  170  178     0     0  con    0  1.0D+00  5.0D-01  1.041D+00 -1.729D+02
  171  179     0     0  con    0  1.0D+00  4.1D-01  3.956D+00 -1.736D+02
  172  180     0     0  con    0  1.0D+00  3.3D-01  1.381D+00 -1.744D+02
  173  181     0     0  con    0  1.0D+00  5.2D-01  1.828D+00 -1.754D+02
  174  182     0     0  con    0  1.0D+00  7.1D-01  4.896D+00 -1.762D+02
  175  183     0     0  con    0  1.0D+00  3.8D-01  1.569D+00 -1.770D+02
  176  184     0     0  con    0  1.0D+00  5.5D-01  1.670D+00 -1.779D+02
  177  185     0     0  con    0  1.0D+00  6.9D-01  3.696D+00 -1.787D+02
  178  186     0     0  con    0  1.0D+00  1.0D+00  3.137D+00 -1.793D+02
  179  187     0     0  con    0  1.0D+00  1.3D-01  1.319D+00 -1.799D+02
  180  188     0     0  con    0  1.0D+00  1.3D-01  1.470D+00 -1.803D+02
  181  189     0     0  con    0  1.0D+00  4.3D-01  1.699D+00 -1.808D+02
  182  190     0     0  con    0  1.0D+00  8.4D-01  4.526D+00 -1.813D+02
  183  191     0     0  con    0  1.0D+00  2.6D-01  1.275D+00 -1.820D+02
  184  192     0     0  con    0  1.0D+00  4.8D-01  1.257D+00 -1.826D+02
  185  193     0     0  con    0  1.0D+00  5.0D-01  1.793D+00 -1.831D+02
  186  195     0     0  con    1  4.6D-01  5.7D-01  3.182D+00 -1.835D+02
  187  196     0     0  con    0  1.0D+00  6.8D-01  7.466D-01 -1.841D+02
  188  197     0     0  con    0  1.0D+00  3.6D-01  6.748D-01 -1.846D+02
  189  198     0     0  con    0  1.0D+00  5.8D-01  2.557D+00 -1.851D+02
  190  199     0     0  con    0  1.0D+00  4.2D-01  1.696D+00 -1.857D+02
  191  200     0     0  con    0  1.0D+00  2.0D-01  9.021D-01 -1.863D+02
  192  201     0     0  con    0  1.0D+00  5.4D-01  3.678D+00 -1.870D+02
  193  202     0     0  con    0  1.0D+00  2.4D-01  2.418D+00 -1.876D+02
  194  203     0     0  con    0  1.0D+00  1.5D-01  2.147D+00 -1.880D+02
  195  204     0     0  con    0  1.0D+00  6.9D-01  2.639D+00 -1.887D+02
  196  205     0     0  con    0  1.0D+00  7.6D-01  4.585D+00 -1.890D+02
  197  206     0     0  con    0  1.0D+00  5.3D-02  1.634D+00 -1.895D+02
  198  207     0     0  con    0  1.0D+00  3.0D-01  1.071D+00 -1.900D+02
  199  208     0     0  con    0  1.0D+00  5.3D-01  1.832D+00 -1.904D+02
  200  209     0     0  con    0  1.0D+00  8.4D-01  3.630D+00 -1.910D+02
  201  210     0     0  con    0  1.0D+00  9.9D-01  2.066D+00 -1.918D+02
  202  211     0     0  con    0  1.0D+00  3.7D-01  6.194D-01 -1.925D+02
  203  212     0     0  con    0  1.0D+00  6.7D-01  3.375D+00 -1.934D+02
  204  213     0     0  con    0  1.0D+00  4.0D-01  3.144D+00 -1.939D+02
  205  214     0     0  con    0  1.0D+00  1.2D-01  1.495D+00 -1.943D+02
  206  215     0     0  con    0  1.0D+00  2.6D-01  9.460D-01 -1.953D+02
  207  216     0     0  con    0  1.0D+00  4.9D-01  2.941D+00 -1.959D+02
  208  217     0     0  con    0  1.0D+00  1.1D+00  3.614D+00 -1.967D+02
  209  218     0     0  con    0  1.0D+00  3.7D-01  1.951D+00 -1.975D+02
  210  219     0     0  con    0  1.0D+00  2.7D-01  1.479D+00 -1.980D+02
  211  220     0     0  con    0  1.0D+00  4.3D-01  2.519D+00 -1.986D+02
  212  221     0     0  con    0  1.0D+00  8.6D-01  5.440D+00 -1.991D+02
  213  222     0     0  con    0  1.0D+00  1.7D-01  1.778D+00 -1.996D+02
  214  223     0     0  con    0  1.0D+00  2.5D-01  1.019D+00 -2.000D+02
  215  224     0     0  con    0  1.0D+00  3.4D-01  1.525D+00 -2.004D+02
  216  225     0     0  con    0  1.0D+00  6.0D-01  2.899D+00 -2.007D+02
  217  226     0     0  con    0  1.0D+00  2.0D-01  6.056D-01 -2.011D+02
  218  227     0     0  con    0  1.0D+00  8.6D-02  1.034D+00 -2.014D+02
  219  228     0     0  con    0  1.0D+00  3.4D-01  1.965D+00 -2.019D+02
  220  229     0     0  con    0  1.0D+00  8.8D-01  6.076D+00 -2.022D+02
  221  230     0     0  con    0  1.0D+00  2.7D-01  1.051D+00 -2.031D+02
  222  231     0     0  con    0  1.0D+00  3.7D-01  7.871D-01 -2.036D+02
  223  232     0     0  con    0  1.0D+00  5.6D-01  1.433D+00 -2.040D+02
  224  233     0     0  con    0  1.0D+00  8.1D-01  3.044D+00 -2.046D+02
  225  234     0     0  con    0  1.0D+00  9.2D-01  1.054D+00 -2.053D+02
  226  235     0     0  con    0  1.0D+00  2.5D-01  5.560D-01 -2.057D+02
  227  236     0     0  con    0  1.0D+00  3.9D-01  1.808D+00 -2.063D+02
  228  237     0     0  con    0  1.0D+00  6.3D-01  4.837D+00 -2.064D+02
  229  238     0     0  con    0  1.0D+00  1.8D-01  1.134D+00 -2.069D+02
  230  239     0     0  con    0  1.0D+00  9.5D-02  8.006D-01 -2.073D+02
  231  240     0     0  con    0  1.0D+00  3.1D-01  1.447D+00 -2.077D+02
  232  241     0     0  con    0  1.0D+00  5.9D-01  2.214D+00 -2.083D+02
  233  242     0     0  con    0  1.0D+00  1.5D+00  6.241D+00 -2.088D+02
  234  243     0     0  con    0  1.0D+00  1.3D-01  9.781D-01 -2.098D+02
  235  244     0     0  con    0  1.0D+00  1.4D-01  1.169D+00 -2.103D+02
  236  245     0     0  con    0  1.0D+00  5.6D-01  2.192D+00 -2.111D+02
  237  246     0     0  con    0  1.0D+00  1.7D+00  8.700D+00 -2.116D+02
  238  247     0     0  con    0  1.0D+00  4.0D-01  2.679D+00 -2.130D+02
  239  248     0     0  con    0  1.0D+00  6.2D-01  9.964D-01 -2.137D+02
  240  249     0     0  con    0  1.0D+00  7.9D-01  1.772D+00 -2.143D+02
  241  250     0     0  con    0  1.0D+00  1.1D+00  2.299D+00 -2.153D+02
  242  251     0     0  con    0  1.0D+00  2.6D+00  4.425D+00 -2.171D+02
  243  252     0     0  con    0  1.0D+00  3.2D+00  2.700D+00 -2.195D+02
  244  253     0     0  con    0  1.0D+00  1.7D+00  1.106D+00 -2.218D+02
  245  254     0     0  con    0  1.0D+00  4.5D+00  8.510D+00 -2.249D+02
  246  255     0     0  con    0  1.0D+00  1.1D+00  5.724D+00 -2.275D+02
  247  256     0     0  con    0  1.0D+00  3.5D-01  4.583D+00 -2.291D+02
  248  257     0     0  con    0  1.0D+00  1.9D+00  2.040D+00 -2.332D+02
  249  258     0     0  con    0  1.0D+00  3.7D+00  7.256D+00 -2.357D+02
  250  259     0     0  con    0  1.0D+00  3.0D+00  4.604D+00 -2.386D+02
  251  260     0     0  con    0  1.0D+00  6.5D+00  4.256D+00 -2.429D+02
  252  261     0     0  con    0  1.0D+00  3.4D+00  1.011D+01 -2.448D+02
  253  262     0     0  con    0  1.0D+00  1.5D-01  4.874D+00 -2.471D+02
  254  263     0     0  con    0  1.0D+00  9.1D-01  2.794D+00 -2.512D+02
  255  264     0     0  con    0  1.0D+00  1.2D+00  5.133D+00 -2.537D+02
  256  265     0     0  con    0  1.0D+00  7.3D+00  1.096D+01 -2.563D+02
  257  266     0     0  con    0  1.0D+00  1.8D-01  3.693D+00 -2.608D+02
  258  267     0     0  con    0  1.0D+00  3.7D-01  2.402D+00 -2.623D+02
  259  268     0     0  con    0  1.0D+00  1.8D+00  3.562D+00 -2.644D+02
  260  269     0     0  con    0  1.0D+00  3.5D+00  1.571D+01 -2.652D+02
  261  270     0     0  con    0  1.0D+00  4.1D-01  4.148D+00 -2.684D+02
  262  271     0     0  con    0  1.0D+00  8.9D-01  2.306D+00 -2.702D+02
  263  272     0     0  con    0  1.0D+00  1.7D+00  4.195D+00 -2.721D+02
  264  273     0     0  con    0  1.0D+00  2.6D+00  7.131D+00 -2.747D+02
  265  274     0     0  con    0  1.0D+00  3.4D+00  9.012D+00 -2.760D+02
  266  275     0     0  con    0  1.0D+00  8.3D-01  1.029D+00 -2.774D+02
  267  276     0     0  con    0  1.0D+00  2.8D-01  2.637D+00 -2.782D+02
  268  277     0     0  con    0  1.0D+00  2.8D-01  4.511D+00 -2.797D+02
  269  278     0     0  con    0  1.0D+00  1.8D+00  1.101D+01 -2.815D+02
  270  279     0     0  con    0  1.0D+00  1.1D+00  5.772D+00 -2.838D+02
  271  280     0     0  con    0  1.0D+00  1.4D+00  1.496D+00 -2.856D+02
  272  281     0     0  con    0  1.0D+00  1.4D+00  3.194D+00 -2.869D+02
  273  282     0     0  con    0  1.0D+00  1.5D+00  6.335D+00 -2.885D+02
  274  283     0     0  con    0  1.0D+00  1.3D+00  3.339D+00 -2.904D+02
  275  284     0     0  con    0  1.0D+00  6.7D-01  1.736D+00 -2.922D+02
  276  285     0     0  con    0  1.0D+00  1.1D+00  4.319D+00 -2.951D+02
  277  286     0     0  con    0  1.0D+00  1.9D+00  1.211D+01 -2.965D+02
  278  287     0     0  con    0  1.0D+00  1.8D-01  4.750D+00 -2.998D+02
  279  288     0     0  con    0  1.0D+00  4.4D-01  2.131D+00 -3.021D+02
  280  289     0     0  con    0  1.0D+00  7.1D-01  2.902D+00 -3.037D+02
  281  290     0     0  con    0  1.0D+00  1.6D+00  1.201D+01 -3.064D+02
  282  291     0     0  con    0  1.0D+00  1.7D+00  4.890D+00 -3.090D+02
  283  292     0     0  con    0  1.0D+00  2.6D-01  1.514D+00 -3.107D+02
  284  293     0     0  con    0  1.0D+00  6.4D-01  2.952D+00 -3.133D+02
  285  294     0     0  con    0  1.0D+00  1.1D+00  5.016D+00 -3.159D+02
  286  295     0     0  con    0  1.0D+00  1.9D+00  4.031D+00 -3.199D+02
  287  296     0     0  con    0  1.0D+00  1.7D+00  3.886D+00 -3.240D+02
  288  297     0     0  con    0  1.0D+00  2.0D+00  8.042D+00 -3.264D+02
  289  298     0     0  con    0  1.0D+00  2.2D-01  3.031D+00 -3.287D+02
  290  299     0     0  con    0  1.0D+00  1.1D-01  1.621D+00 -3.297D+02
  291  300     0     0  con    0  1.0D+00  4.1D-01  2.077D+00 -3.315D+02
  292  301     0     0  con    0  1.0D+00  1.4D+00  8.512D+00 -3.335D+02
  293  302     0     0  con    0  1.0D+00  1.2D+00  3.535D+00 -3.357D+02
  294  303     0     0  con    0  1.0D+00  6.7D-01  1.765D+00 -3.368D+02
  295  304     0     0  con    0  1.0D+00  3.4D-01  2.275D+00 -3.375D+02
  296  305     0     0  con    0  1.0D+00  4.2D-01  2.251D+00 -3.381D+02
  297  306     0     0  con    0  1.0D+00  3.5D-01  1.524D+00 -3.391D+02
  298  307     0     0  con    0  1.0D+00  6.2D-01  2.819D+00 -3.402D+02
  299  308     0     0  con    0  1.0D+00  4.5D-01  1.970D+00 -3.411D+02
  300  309     0     0  con    0  1.0D+00  2.5D-01  1.049D+00 -3.420D+02
  301  310     0     0  con    0  1.0D+00  6.6D-01  2.395D+00 -3.432D+02
  302  311     0     0  con    0  1.0D+00  7.5D-01  6.515D+00 -3.441D+02
  303  312     0     0  con    0  1.0D+00  3.7D-01  2.257D+00 -3.451D+02
  304  313     0     0  con    0  1.0D+00  6.1D-01  1.238D+00 -3.461D+02
  305  314     0     0  con    0  1.0D+00  6.7D-01  3.286D+00 -3.469D+02
  306  315     0     0  con    0  1.0D+00  1.6D+00  2.759D+00 -3.482D+02
  307  316     0     0  con    0  1.0D+00  4.8D-01  2.450D+00 -3.493D+02
  308  317     0     0  con    0  1.0D+00  2.8D-01  1.946D+00 -3.503D+02
  309  318     0     0  con    0  1.0D+00  7.1D-01  2.088D+00 -3.519D+02
  310  319     0     0  con    0  1.0D+00  1.5D+00  1.305D+01 -3.528D+02
  311  320     0     0  con    0  1.0D+00  3.7D-01  4.271D+00 -3.549D+02
  312  321     0     0  con    0  1.0D+00  6.9D-01  1.344D+00 -3.563D+02
  313  322     0     0  con    0  1.0D+00  7.3D-01  2.418D+00 -3.571D+02
  314  323     0     0  con    0  1.0D+00  1.3D+00  4.494D+00 -3.587D+02
  315  324     0     0  con    0  1.0D+00  1.5D+00  4.075D+00 -3.602D+02
  316  325     0     0  con    0  1.0D+00  1.1D-01  1.325D+00 -3.612D+02
  317  326     0     0  con    0  1.0D+00  5.0D-01  3.403D+00 -3.629D+02
  318  327     0     0  con    0  1.0D+00  8.7D-01  7.120D+00 -3.638D+02
  319  328     0     0  con    0  1.0D+00  4.8D-01  2.624D+00 -3.650D+02
  320  329     0     0  con    0  1.0D+00  8.9D-01  1.786D+00 -3.662D+02
  321  330     0     0  con    0  1.0D+00  5.1D-01  1.836D+00 -3.668D+02
  322  332     0     0  con    1  4.9D-01  8.6D-01  5.015D+00 -3.676D+02
  323  333     0     0  con    0  1.0D+00  6.0D-01  7.701D-01 -3.685D+02
  324  334     0     0  con    0  1.0D+00  1.9D-01  8.005D-01 -3.690D+02
  325  335     0     0  con    0  1.0D+00  5.7D-01  4.090D+00 -3.701D+02
  326  336     0     0  con    0  1.0D+00  5.7D-01  2.087D+00 -3.711D+02
