RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   61   64     0     0  con    0  1.0D+00  5.5D-02  2.767D-01 -1.288D-01
   62   66     0     0  con    1  4.7D-01  5.3D-02  3.936D-01 -1.372D-01
   63   67     0     0  con    0  1.0D+00  3.3D-02  1.201D-01 -1.460D-01
   64   68     0     0  con    0  1.0D+00  2.7D-02  8.569D-02 -1.531D-01
   65   69     0     0  con    0  1.0D+00  3.5D-02  1.851D-01 -1.603D-01
   66   70     0     0  con    0  1.0D+00  4.8D-02  4.897D-01 -1.630D-01
   67   71     0     0  con    0  1.0D+00  4.5D-03  1.259D-01 -1.716D-01
   68   72     0     0  con    0  1.0D+00  6.6D-03  6.822D-02 -1.753D-01
   69   73     0     0  con    0  1.0D+00  1.5D-02  1.135D-01 -1.791D-01
   70   74     0     0  con    0  1.0D+00  3.0D-02  1.759D-01 -1.856D-01
   71   76     0     0  con    1  4.5D-01  3.0D-02  3.388D-01 -1.891D-01
   72   77     0     0  con    0  1.0D+00  2.7D-02  8.603D-02 -1.937D-01
   73   78     0     0  con    0  1.0D+00  1.7D-02  5.628D-02 -1.966D-01
   74   79     0     0  con    0  1.0D+00  3.1D-02  1.335D-01 -2.008D-01
   75   80     0     0  con    0  1.0D+00  3.8D-02  4.520D-01 -2.024D-01
   76   81     0     0  con    0  1.0D+00  3.3D-03  1.126D-01 -2.073D-01
   77   82     0     0  con    0  1.0D+00  8.9D-03  8.412D-02 -2.107D-01
   78   83     0     0  con    0  1.0D+00  1.8D-02  1.592D-01 -2.141D-01
   79   84     0     0  con    0  1.0D+00  3.7D-02  2.133D-01 -2.200D-01
   80   86     0     0  con    1  4.7D-01  4.1D-02  3.827D-01 -2.240D-01
   81   87     0     0  con    0  1.0D+00  3.6D-02  9.189D-02 -2.290D-01
   82   88     0     0  con    0  1.0D+00  2.9D-02  6.448D-02 -2.332D-01
   83   89     0     0  con    0  1.0D+00  5.6D-02  1.598D-01 -2.398D-01
   84   91     0     0  con    1  5.2D-01  4.6D-02  3.816D-01 -2.446D-01
   85   92     0     0  con    0  1.0D+00  4.6D-02  2.015D-01 -2.518D-01
   86   93     0     0  con    0  1.0D+00  7.1D-02  8.087D-02 -2.619D-01
   87   94     0     0  con    0  1.0D+00  6.9D-02  2.613D-01 -2.701D-01
   88   95     0     0  con    0  1.0D+00  7.3D-02  1.648D-01 -2.811D-01
   89   96     0     0  con    0  1.0D+00  1.1D-01  1.431D-01 -2.998D-01
   90   97     0     0  con    0  1.0D+00  2.8D-01  8.287D-01 -3.103D-01
   91   98     0     0  con    0  1.0D+00  1.7D-02  2.235D-01 -3.428D-01
   92   99     0     0  con    0  1.0D+00  3.6D-02  1.371D-01 -3.609D-01
   93  100     0     0  con    0  1.0D+00  1.5D-01  3.287D-01 -3.888D-01
   94  101     0     0  con    0  1.0D+00  3.4D-01  5.765D-01 -4.301D-01
   95  102     0     0  con    0  1.0D+00  4.3D-01  2.812D-01 -4.897D-01
   96  103     0     0  con    0  1.0D+00  5.3D-01  1.640D-01 -5.644D-01
   97  104     0     0  con    0  1.0D+00  1.0D+00  6.705D-01 -6.606D-01
   98  105     0     0  con    0  1.0D+00  8.3D-01  5.517D-01 -7.647D-01
   99  106     0     0  con    0  1.0D+00  5.2D-01  3.623D-01 -8.852D-01
  100  107     0     0  con    0  1.0D+00  2.6D+00  1.281D+00 -1.272D+00
  101  108     0     0  con    0  1.0D+00  3.2D+00  1.346D+00 -1.764D+00
  102  109     0     0  con    0  1.0D+00  4.9D+00  1.602D+00 -2.686D+00
  103  111     0     0  con    1  4.3D-01  1.0D+01  2.976D+00 -4.353D+00
  104  113     0     0  con    1  4.8D-01  5.4D+00  3.418D+00 -5.574D+00
  105  114     0     0  con    0  1.0D+00  2.5D+00  2.434D+00 -9.113D+00
  106  116     0     0  con    1  4.8D-01  8.5D+00  1.057D+01 -1.422D+01
  107  117     0     0  con    0  1.0D+00  3.5D+00  4.324D+00 -1.904D+01
  108  119     0     0  con    1  2.9D-01  6.6D+00  4.894D+00 -2.184D+01
  109  120     0     0  con    0  1.0D+00  1.6D+00  4.672D+00 -2.641D+01
  110  121     0     0  con    0  1.0D+00  7.8D+00  4.733D+00 -3.201D+01
  111  122     0     0  con    0  1.0D+00  5.1D+00  3.776D+00 -3.806D+01
  112  123     0     0  con    0  1.0D+00  1.9D+00  1.931D+00 -4.237D+01
  113  124     0     0  con    0  1.0D+00  5.9D+00  2.867D+00 -5.210D+01
  114  126     0     0  con    1  5.1D-01  8.2D-01  1.030D+01 -5.631D+01
  115  127     0     0  con    0  1.0D+00  1.4D+00  5.612D+00 -6.167D+01
  116  128     0     0  con    0  1.0D+00  3.4D+00  2.064D+00 -6.807D+01
  117  129     0     0  con    0  1.0D+00  7.6D-01  4.773D+00 -7.135D+01
  118  130     0     0  con    0  1.0D+00  3.7D-01  2.310D+00 -7.424D+01
  119  131     0     0  con    0  1.0D+00  5.7D-01  3.974D+00 -7.779D+01
  120  132     0     0  con    0  1.0D+00  4.4D-01  6.654D+00 -8.067D+01
  121  133     0     0  con    0  1.0D+00  5.1D-01  4.268D+00 -8.365D+01
  122  134     0     0  con    0  1.0D+00  3.1D+00  4.314D+00 -9.092D+01
  123  135     0     0  con    0  1.0D+00  2.1D+00  1.016D+01 -9.471D+01
  124  136     0     0  con    0  1.0D+00  1.1D-01  4.502D+00 -9.806D+01
  125  137     0     0  con    0  1.0D+00  1.2D+00  2.646D+00 -1.027D+02
  126  138     0     0  con    0  1.0D+00  1.5D+00  2.930D+00 -1.060D+02
  127  140     0     0  con    1  5.0D-01  2.3D+00  9.123D+00 -1.093D+02
  128  141     0     0  con    0  1.0D+00  2.4D+00  3.597D+00 -1.141D+02
  129  142     0     0  con    0  1.0D+00  1.2D+00  1.007D+00 -1.173D+02
  130  143     0     0  con    0  1.0D+00  1.3D+00  4.575D+00 -1.206D+02
  131  144     0     0  con    0  1.0D+00  1.4D+00  2.885D+00 -1.239D+02
  132  145     0     0  con    0  1.0D+00  7.2D-01  3.591D+00 -1.285D+02
  133  146     0     0  con    0  1.0D+00  1.9D+00  3.031D+00 -1.354D+02
  134  147     0     0  con    0  1.0D+00  9.4D-01  2.347D+00 -1.396D+02
  135  148     0     0  con    0  1.0D+00  7.0D-01  1.603D+00 -1.431D+02
  136  149     0     0  con    0  1.0D+00  1.8D+00  5.595D+00 -1.480D+02
  137  150     0     0  con    0  1.0D+00  1.3D+00  4.739D+00 -1.518D+02
  138  151     0     0  con    0  1.0D+00  2.3D-01  2.398D+00 -1.542D+02
  139  152     0     0  con    0  1.0D+00  1.2D+00  3.059D+00 -1.579D+02
  140  153     0     0  con    0  1.0D+00  1.3D+00  1.031D+01 -1.585D+02
  141  154     0     0  con    0  1.0D+00  1.9D-01  2.841D+00 -1.601D+02
  142  155     0     0  con    0  1.0D+00  1.9D-01  8.406D-01 -1.609D+02
  143  156     0     0  con    0  1.0D+00  4.9D-01  2.590D+00 -1.617D+02
  144  157     0     0  con    0  1.0D+00  5.8D-01  2.743D+00 -1.628D+02
  145  158     0     0  con    0  1.0D+00  1.1D+00  5.695D+00 -1.636D+02
  146  159     0     0  con    0  1.0D+00  1.5D-01  1.446D+00 -1.653D+02
  147  160     0     0  con    0  1.0D+00  1.6D-01  1.408D+00 -1.663D+02
  148  161     0     0  con    0  1.0D+00  2.5D-01  1.795D+00 -1.674D+02
  149  162     0     0  con    0  1.0D+00  6.5D-01  8.769D+00 -1.685D+02
  150  163     0     0  con    0  1.0D+00  3.4D-01  1.809D+00 -1.698D+02
  151  164     0     0  con    0  1.0D+00  1.6D-01  1.200D+00 -1.704D+02
  152  165     0     0  con    0  1.0D+00  3.1D-01  2.073D+00 -1.712D+02
  153  166     0     0  con    0  1.0D+00  5.5D-01  2.576D+00 -1.725D+02
  154  168     0     0  con    1  4.4D-01  4.7D-01  3.071D+00 -1.732D+02
  155  169     0     0  con    0  1.0D+00  4.0D-01  1.380D+00 -1.742D+02
  156  170     0     0  con    0  1.0D+00  3.3D-01  7.626D-01 -1.749D+02
  157  171     0     0  con    0  1.0D+00  3.3D-01  2.516D+00 -1.755D+02
  158  172     0     0  con    0  1.0D+00  3.2D-01  1.725D+00 -1.762D+02
  159  173     0     0  con    0  1.0D+00  2.2D-01  9.663D-01 -1.769D+02
  160  174     0     0  con    0  1.0D+00  4.8D-01  1.904D+00 -1.777D+02
  161  175     0     0  con    0  1.0D+00  2.9D-01  1.007D+00 -1.785D+02
  162  176     0     0  con    0  1.0D+00  1.1D-01  1.097D+00 -1.790D+02
  163  177     0     0  con    0  1.0D+00  6.8D-01  3.178D+00 -1.800D+02
  164  178     0     0  con    0  1.0D+00  5.5D-01  2.128D+00 -1.807D+02
  165  179     0     0  con    0  1.0D+00  7.5D-02  1.048D+00 -1.813D+02
  166  180     0     0  con    0  1.0D+00  6.3D-01  8.844D-01 -1.825D+02
  167  181     0     0  con    0  1.0D+00  7.4D-01  3.644D+00 -1.832D+02
  168  182     0     0  con    0  1.0D+00  9.7D-01  1.266D+00 -1.843D+02
  169  183     0     0  con    0  1.0D+00  8.9D-01  2.102D+00 -1.856D+02
  170  184     0     0  con    0  1.0D+00  1.2D+00  2.491D+00 -1.870D+02
  171  185     0     0  con    0  1.0D+00  2.2D-01  1.861D+00 -1.882D+02
  172  186     0     0  con    0  1.0D+00  3.6D-01  1.192D+00 -1.895D+02
  173  187     0     0  con    0  1.0D+00  6.3D-01  7.528D+00 -1.897D+02
  174  188     0     0  con    0  1.0D+00  1.5D-01  1.433D+00 -1.906D+02
  175  189     0     0  con    0  1.0D+00  1.2D-01  6.847D-01 -1.909D+02
  176  190     0     0  con    0  1.0D+00  3.3D-01  1.782D+00 -1.914D+02
  177  191     0     0  con    0  1.0D+00  5.0D-01  2.455D+00 -1.920D+02
  178  193     0     0  con    1  4.6D-01  5.6D-01  2.035D+00 -1.926D+02
  179  194     0     0  con    0  1.0D+00  7.4D-01  1.171D+00 -1.935D+02
  180  195     0     0  con    0  1.0D+00  2.8D-01  8.214D-01 -1.940D+02
  181  196     0     0  con    0  1.0D+00  3.7D-01  2.061D+00 -1.944D+02
  182  197     0     0  con    0  1.0D+00  1.6D-01  1.213D+00 -1.947D+02
  183  198     0     0  con    0  1.0D+00  7.7D-02  9.689D-01 -1.950D+02
  184  199     0     0  con    0  1.0D+00  3.4D-01  3.362D+00 -1.955D+02
  185  200     0     0  con    0  1.0D+00  1.3D-01  7.943D-01 -1.958D+02
  186  201     0     0  con    0  1.0D+00  1.2D-01  1.215D+00 -1.960D+02
  187  202     0     0  con    0  1.0D+00  5.3D-01  1.217D+00 -1.964D+02
  188  204     0     0  con    1  3.8D-01  3.3D-01  7.482D-01 -1.967D+02
  189  205     0     0  con    0  1.0D+00  2.7D-01  5.524D-01 -1.969D+02
  190  206     0     0  con    0  1.0D+00  7.2D-01  8.099D-01 -1.975D+02
  191  207     0     0  con    0  1.0D+00  4.3D-01  1.139D+00 -1.976D+02
  192  208     0     0  con    0  1.0D+00  8.6D-02  4.604D-01 -1.979D+02
  193  209     0     0  con    0  1.0D+00  8.3D-02  4.970D-01 -1.981D+02
  194  210     0     0  con    0  1.0D+00  1.3D-01  6.898D-01 -1.984D+02
  195  211     0     0  con    0  1.0D+00  2.7D-01  6.761D-01 -1.989D+02
  196  213     0     0  con    1  3.0D-01  2.7D-01  1.437D+00 -1.991D+02
  197  214     0     0  con    0  1.0D+00  3.0D-01  4.952D-01 -1.996D+02
  198  215     0     0  con    0  1.0D+00  3.3D-01  5.844D-01 -1.999D+02
  199  216     0     0  con    0  1.0D+00  3.7D-01  2.586D+00 -2.001D+02
  200  217     0     0  con    0  1.0D+00  1.6D-01  6.273D-01 -2.004D+02
  201  218     0     0  con    0  1.0D+00  1.6D-01  8.388D-01 -2.006D+02
  202  219     0     0  con    0  1.0D+00  3.0D-01  1.787D+00 -2.010D+02
  203  220     0     0  con    0  1.0D+00  6.5D-01  1.482D+00 -2.014D+02
  204  221     0     0  con    0  1.0D+00  5.6D-01  1.100D+00 -2.019D+02
  205  222     0     0  con    0  1.0D+00  2.7D-01  4.615D-01 -2.023D+02
  206  223     0     0  con    0  1.0D+00  6.5D-01  1.331D+00 -2.028D+02
  207  224     0     0  con    0  1.0D+00  6.4D-01  2.464D+00 -2.031D+02
  208  225     0     0  con    0  1.0D+00  4.9D-02  9.753D-01 -2.034D+02
  209  226     0     0  con    0  1.0D+00  2.4D-01  4.019D-01 -2.037D+02
  210  227     0     0  con    0  1.0D+00  3.9D-01  8.168D-01 -2.040D+02
  211  228     0     0  con    0  1.0D+00  1.0D+00  3.173D+00 -2.045D+02
  212  229     0     0  con    0  1.0D+00  1.0D+00  1.257D+00 -2.053D+02
  213  230     0     0  con    0  1.0D+00  1.0D+00  7.079D-01 -2.060D+02
  214  231     0     0  con    0  1.0D+00  1.0D+00  3.423D+00 -2.065D+02
  215  232     0     0  con    0  1.0D+00  6.0D-01  6.325D-01 -2.070D+02
  216  233     0     0  con    0  1.0D+00  1.2D-01  7.533D-01 -2.074D+02
  217  234     0     0  con    0  1.0D+00  9.7D-01  2.352D+00 -2.083D+02
  218  235     0     0  con    0  1.0D+00  8.5D-01  3.915D+00 -2.087D+02
  219  236     0     0  con    0  1.0D+00  1.3D-01  1.107D+00 -2.092D+02
  220  237     0     0  con    0  1.0D+00  5.6D-01  8.828D-01 -2.097D+02
  221  238     0     0  con    0  1.0D+00  8.7D-01  1.504D+00 -2.102D+02
  222  239     0     0  con    0  1.0D+00  1.7D+00  4.086D+00 -2.108D+02
  223  240     0     0  con    0  1.0D+00  1.4D+00  1.307D+00 -2.116D+02
  224  241     0     0  con    0  1.0D+00  7.7D-01  5.795D-01 -2.121D+02
  225  242     0     0  con    0  1.0D+00  8.4D-01  1.379D+00 -2.127D+02
  226  243     0     0  con    0  1.0D+00  1.4D+00  5.339D+00 -2.130D+02
  227  244     0     0  con    0  1.0D+00  2.3D-01  1.738D+00 -2.139D+02
  228  245     0     0  con    0  1.0D+00  5.0D-01  1.125D+00 -2.146D+02
  229  246     0     0  con    0  1.0D+00  7.2D-01  1.929D+00 -2.153D+02
  230  247     0     0  con    0  1.0D+00  1.7D+00  3.383D+00 -2.167D+02
  231  248     0     0  con    0  1.0D+00  3.8D+00  7.398D+00 -2.180D+02
  232  249     0     0  con    0  1.0D+00  6.1D-01  1.694D+00 -2.196D+02
  233  250     0     0  con    0  1.0D+00  5.9D-01  2.882D+00 -2.207D+02
  234  251     0     0  con    0  1.0D+00  1.6D+00  3.885D+00 -2.224D+02
  235  252     0     0  con    0  1.0D+00  5.9D+00  1.515D+01 -2.240D+02
  236  253     0     0  con    0  1.0D+00  1.6D+00  5.797D+00 -2.278D+02
  237  254     0     0  con    0  1.0D+00  2.8D+00  1.969D+00 -2.306D+02
  238  255     0     0  con    0  1.0D+00  3.4D+00  3.922D+00 -2.328D+02
  239  256     0     0  con    0  1.0D+00  5.0D+00  5.896D+00 -2.368D+02
  240  258     0     0  con    1  4.0D-01  3.8D+00  1.268D+01 -2.396D+02
  241  259     0     0  con    0  1.0D+00  5.1D+00  5.954D+00 -2.446D+02
  242  260     0     0  con    0  1.0D+00  2.3D+00  1.352D+00 -2.493D+02
  243  261     0     0  con    0  1.0D+00  2.6D+00  4.789D+00 -2.556D+02
  244  262     0     0  con    0  1.0D+00  3.8D+00  1.312D+01 -2.604D+02
  245  263     0     0  con    0  1.0D+00  1.4D+00  6.080D+00 -2.668D+02
  246  264     0     0  con    0  1.0D+00  1.4D+00  2.222D+00 -2.714D+02
  247  265     0     0  con    0  1.0D+00  9.6D-01  2.701D+00 -2.739D+02
  248  266     0     0  con    0  1.0D+00  3.1D+00  7.875D+00 -2.794D+02
  249  267     0     0  con    0  1.0D+00  2.4D+00  3.694D+00 -2.840D+02
  250  268     0     0  con    0  1.0D+00  1.4D-01  1.505D+00 -2.867D+02
  251  269     0     0  con    0  1.0D+00  5.6D-01  3.116D+00 -2.899D+02
  252  270     0     0  con    0  1.0D+00  1.2D+00  4.740D+00 -2.918D+02
  253  271     0     0  con    0  1.0D+00  8.8D-01  1.717D+00 -2.944D+02
  254  272     0     0  con    0  1.0D+00  1.5D+00  1.732D+00 -2.972D+02
  255  273     0     0  con    0  1.0D+00  1.0D+00  5.436D+00 -2.988D+02
  256  274     0     0  con    0  1.0D+00  1.3D+00  1.850D+00 -3.009D+02
  257  275     0     0  con    0  1.0D+00  6.8D-01  1.996D+00 -3.027D+02
  258  276     0     0  con    0  1.0D+00  1.1D+00  7.760D+00 -3.036D+02
  259  277     0     0  con    0  1.0D+00  1.6D-01  1.329D+00 -3.057D+02
  260  278     0     0  con    0  1.0D+00  1.3D-01  1.478D+00 -3.067D+02
  261  279     0     0  con    0  1.0D+00  4.5D-01  3.316D+00 -3.086D+02
  262  280     0     0  con    0  1.0D+00  1.1D+00  3.541D+00 -3.108D+02
  263  281     0     0  con    0  1.0D+00  1.5D+00  4.799D+00 -3.129D+02
  264  282     0     0  con    0  1.0D+00  3.7D-01  7.864D-01 -3.143D+02
  265  283     0     0  con    0  1.0D+00  5.4D-01  2.165D+00 -3.156D+02
  266  284     0     0  con    0  1.0D+00  7.1D-01  2.864D+00 -3.164D+02
  267  285     0     0  con    0  1.0D+00  4.2D-01  1.070D+00 -3.176D+02
  268  286     0     0  con    0  1.0D+00  7.6D-01  1.051D+00 -3.192D+02
  269  287     0     0  con    0  1.0D+00  7.3D-01  4.464D+00 -3.205D+02
  270  288     0     0  con    0  1.0D+00  1.1D+00  1.369D+00 -3.224D+02
  271  289     0     0  con    0  1.0D+00  1.1D+00  2.764D+00 -3.246D+02
  272  290     0     0  con    0  1.0D+00  1.7D+00  3.740D+00 -3.259D+02
  273  291     0     0  con    0  1.0D+00  2.4D-01  1.324D+00 -3.277D+02
  274  292     0     0  con    0  1.0D+00  1.4D-01  9.738D-01 -3.285D+02
  275  293     0     0  con    0  1.0D+00  3.8D-01  2.358D+00 -3.298D+02
  276  294     0     0  con    0  1.0D+00  1.4D+00  6.674D+00 -3.305D+02
  277  295     0     0  con    0  1.0D+00  2.6D-01  1.382D+00 -3.324D+02
  278  296     0     0  con    0  1.0D+00  6.3D-01  1.164D+00 -3.334D+02
  279  297     0     0  con    0  1.0D+00  1.1D+00  1.936D+00 -3.346D+02
  280  298     0     0  con    0  1.0D+00  1.7D+00  4.508D+00 -3.367D+02
  281  299     0     0  con    0  1.0D+00  2.4D+00  1.758D+00 -3.392D+02
  282  300     0     0  con    0  1.0D+00  5.2D-01  1.134D+00 -3.411D+02
  283  301     0     0  con    0  1.0D+00  5.7D-01  3.354D+00 -3.434D+02
  284  302     0     0  con    0  1.0D+00  7.5D-01  7.013D+00 -3.437D+02
  285  303     0     0  con    0  1.0D+00  4.0D-01  1.327D+00 -3.456D+02
  286  304     0     0  con    0  1.0D+00  9.5D-02  1.270D+00 -3.465D+02
  287  305     0     0  con    0  1.0D+00  2.8D-01  2.006D+00 -3.476D+02
  288  306     0     0  con    0  1.0D+00  4.0D-01  1.988D+00 -3.487D+02
  289  308     0     0  con    1  4.6D-01  5.4D-01  3.993D+00 -3.497D+02
  290  309     0     0  con    0  1.0D+00  5.2D-01  8.765D-01 -3.509D+02
  291  310     0     0  con    0  1.0D+00  3.6D-01  9.796D-01 -3.518D+02
  292  311     0     0  con    0  1.0D+00  5.9D-01  4.663D+00 -3.530D+02
  293  312     0     0  con    0  1.0D+00  8.0D-01  1.565D+00 -3.542D+02
  294  313     0     0  con    0  1.0D+00  1.2D-01  8.092D-01 -3.551D+02
  295  314     0     0  con    0  1.0D+00  4.5D-01  1.508D+00 -3.569D+02
  296  315     0     0  con    0  1.0D+00  8.2D-01  7.495D+00 -3.577D+02
  297  316     0     0  con    0  1.0D+00  2.6D-01  2.233D+00 -3.594D+02
  298  317     0     0  con    0  1.0D+00  6.7D-01  2.012D+00 -3.611D+02
  299  318     0     0  con    0  1.0D+00  6.9D-01  2.108D+00 -3.622D+02
  300  319     0     0  con    0  1.0D+00  1.5D+00  6.465D+00 -3.636D+02
  301  320     0     0  con    0  1.0D+00  8.5D-01  2.107D+00 -3.658D+02
  302  321     0     0  con    0  1.0D+00  6.6D-01  1.226D+00 -3.674D+02
  303  322     0     0  con    0  1.0D+00  7.7D-01  3.373D+00 -3.691D+02
  304  323     0     0  con    0  1.0D+00  1.8D+00  3.630D+00 -3.717D+02
  305  324     0     0  con    0  1.0D+00  1.5D+00  4.481D+00 -3.747D+02
  306  325     0     0  con    0  1.0D+00  6.3D-01  1.614D+00 -3.768D+02
  307  326     0     0  con    0  1.0D+00  8.2D-01  1.901D+00 -3.787D+02
  308  327     0     0  con    0  1.0D+00  8.0D-01  3.050D+00 -3.801D+02
  309  328     0     0  con    0  1.0D+00  4.3D-01  2.436D+00 -3.817D+02
  310  329     0     0  con    0  1.0D+00  1.7D+00  2.347D+00 -3.851D+02
  311  330     0     0  con    0  1.0D+00  1.7D+00  1.014D+01 -3.861D+02
  312  331     0     0  con    0  1.0D+00  7.2D-02  3.166D+00 -3.881D+02
  313  332     0     0  con    0  1.0D+00  5.5D-01  1.825D+00 -3.898D+02
  314  333     0     0  con    0  1.0D+00  8.7D-01  2.084D+00 -3.910D+02
  315  334     0     0  con    0  1.0D+00  1.7D+00  6.496D+00 -3.920D+02
  316  335     0     0  con    0  1.0D+00  7.8D-01  1.664D+00 -3.936D+02
  317  336     0     0  con    0  1.0D+00  4.0D-01  8.217D-01 -3.945D+02
  318  337     0     0  con    0  1.0D+00  4.7D-01  1.697D+00 -3.953D+02
  319  338     0     0  con    0  1.0D+00  8.1D-01  2.141D+00 -3.966D+02
  320  339     0     0  con    0  1.0D+00  1.1D+00  4.220D+00 -3.977D+02
  321  340     0     0  con    0  1.0D+00  1.3D-01  9.346D-01 -3.989D+02
  322  341     0     0  con    0  1.0D+00  1.8D-01  1.312D+00 -3.997D+02
  323  342     0     0  con    0  1.0D+00  2.8D-01  1.387D+00 -4.002D+02
  324  343     0     0  con    0  1.0D+00  6.2D-01  3.115D+00 -4.006D+02
  325  344     0     0  con    0  1.0D+00  6.0D-02  6.027D-01 -4.011D+02
  326  345     0     0  con    0  1.0D+00  1.4D-01  9.875D-01 -4.015D+02
