RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =         1926     M =            5

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 **** ****     0     0  con    0  1.0D+00  5.1D-06  8.438D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.0D-06  6.686D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-06  2.969D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.8D-06  2.192D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.0D-06  9.070D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.0D-06  5.265D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.2D-06  4.545D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.9D-06  5.892D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.1D-06  5.628D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.0D-06  1.085D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.6D-06  3.734D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.0D-06  2.956D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-06  7.440D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.0D-06  1.022D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-06  4.791D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.0D-06  2.256D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.0D-06  5.488D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.2D-06  3.846D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.4D-06  9.620D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-06  4.217D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-06  2.836D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.7D-06  3.103D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.7D-06  6.650D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-06  1.699D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.2D-06  3.175D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-06  3.835D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.7D-06  7.621D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.3D-07  1.450D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.6D-07  2.130D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.2D-06  2.626D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.6D-06  1.057D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.1D-07  1.401D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.1D-07  1.642D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.6D-06  3.082D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.0D-06  6.748D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.5D-06  2.152D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-06  1.230D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-06  2.133D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.3D-06  5.451D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.6D-07  2.078D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-06  1.769D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.5D-06  3.020D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.8D-06  7.340D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.3D-06  3.722D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-06  1.760D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.7D-06  1.963D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.4D-06  7.866D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-06  2.868D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.0D-06  2.827D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.3D-06  4.316D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.0D-05  1.242D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.2D-07  1.861D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.8D-07  1.430D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.0D-06  3.449D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.8D-06  6.835D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  4.085D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  3.617D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-05  9.476D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.0D-07  1.963D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.7D-07  2.115D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.8D-06  4.738D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.5D-06  6.834D-03  1.989D+05
 **** ****     0     0  con    1  4.2D-01  1.1D-05  1.147D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  3.454D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.4D-05  1.838D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-05  9.224D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.0D-06  4.008D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.8D-06  1.991D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.1D-06  5.259D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-05  8.495D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.2D-06  3.663D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-05  5.003D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.0D-05  1.841D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.9D-06  3.186D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.0D-06  4.237D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.4D-06  6.113D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  2.031D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.6D-06  5.670D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.2D-05  3.557D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  4.678D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.9D-05  2.410D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.4D-06  7.553D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.5D-06  3.606D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.5D-06  6.897D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  1.312D-02  1.989D+05
 **** ****     0     0  con    1  4.3D-01  1.8D-05  1.380D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-05  4.750D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.1D-06  2.474D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  5.606D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.3D-05  1.334D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.1D-05  7.858D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.3D-05  5.407D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  5.023D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.2D-06  3.780D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.7D-06  6.883D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.6D-05  3.791D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.5D-05  7.380D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-05  6.920D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.0D-06  3.492D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.5D-05  2.951D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.8D-05  1.373D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.0D-05  6.683D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  2.762D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  5.330D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.5D-05  9.661D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.6D-05  1.078D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.2D-06  6.805D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.6D-05  7.370D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.0D-05  8.425D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.0D-05  6.188D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.3D-05  9.852D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.2D-05  2.412D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  4.945D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.0D-06  4.843D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.2D-05  1.180D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.3D-05  1.314D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.0D-05  2.181D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  3.332D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  5.095D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.1D-05  7.556D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.3D-05  1.533D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.8D-06  6.169D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.7D-05  9.181D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.6D-05  6.679D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.9D-05  6.807D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.7D-05  9.443D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.5D-05  7.672D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.1D-05  7.706D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.6D-05  6.206D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.8D-05  6.936D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.6D-05  2.709D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.7D-06  6.060D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  6.699D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.8D-05  9.504D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.3D-05  1.391D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.6D-05  1.326D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.4D-05  2.477D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.3D-06  3.820D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  7.863D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.4D-05  1.827D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.2D-05  4.796D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.1D-05  4.434D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.0D-05  5.302D-03  1.989D+05
 **** ****     0     0  con    1  5.0D-01  3.1D-05  1.693D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.5D-05  6.000D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.4D-05  3.629D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.5D-05  1.213D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.5D-05  9.301D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  6.625D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.6D-05  2.021D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.4D-06  4.901D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.8D-07  3.352D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.2D-05  5.418D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.5D-05  2.630D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.6D-06  8.029D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-05  3.608D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-05  6.150D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.0D-05  8.284D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.9D-05  2.185D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  3.810D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.7D-06  5.014D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.7D-06  8.835D-03  1.989D+05
 **** ****     0     0  con    1  5.3D-01  1.3D-05  1.831D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  6.940D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.9D-05  4.953D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.1D-05  9.659D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.2D-05  1.297D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.4D-05  4.651D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  7.996D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.6D-05  1.095D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  5.740D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.0D-05  1.292D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.3D-05  6.203D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.1D-06  3.205D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.1D-06  4.899D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.6D-05  1.342D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.0D-05  7.136D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.5D-05  1.038D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.1D-05  2.184D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.8D-06  5.586D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.8D-06  3.938D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.2D-05  6.486D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.2D-05  1.685D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.4D-05  2.185D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.7D-06  3.546D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  6.346D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.4D-05  1.062D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.4D-05  2.117D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  6.505D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  3.906D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.5D-05  5.786D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.3D-05  4.293D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.2D-05  1.254D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.3D-05  3.450D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.9D-05  8.679D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.5D-05  1.249D-02  1.989D+05
 **** ****     0     0  con    1  4.1D-01  4.0D-05  1.846D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.0D-05  8.340D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.8D-05  3.077D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.1D-05  6.839D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.9D-05  8.869D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.9D-06  4.675D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.8D-05  1.188D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  6.068D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.7D-05  7.277D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.5D-05  1.583D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.2D-05  1.613D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.4D-06  5.201D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.1D-06  3.379D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  6.897D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.7D-05  1.768D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.6D-05  7.901D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.9D-05  4.236D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.5D-05  8.542D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.8D-05  1.094D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.2D-06  3.816D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-05  7.221D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-05  9.089D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.8D-05  2.686D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  5.017D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  4.065D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.7D-05  5.211D-03  1.989D+05
 **** ****     0     0  con    1  5.2D-01  2.8D-05  1.820D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.3D-05  9.747D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.2D-05  3.273D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.8D-05  1.168D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.2D-05  7.816D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.9D-06  4.870D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.8D-05  1.473D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.8D-06  9.805D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.2D-06  4.965D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.6D-05  5.803D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.1D-05  3.491D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.4D-06  1.349D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.9D-05  3.865D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.3D-05  7.602D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.1D-05  9.142D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.3D-05  1.784D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.9D-06  5.933D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.7D-06  9.424D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  1.759D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.5D-05  9.453D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.3D-05  4.246D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.7D-05  7.528D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.5D-05  2.472D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.9D-06  7.858D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.5D-05  7.959D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.7D-05  1.029D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.3D-05  3.369D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.6D-05  1.033D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.0D-06  3.207D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.0D-06  4.180D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.7D-05  7.009D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.3D-05  2.386D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.1D-06  4.573D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.8D-06  2.899D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.3D-05  4.632D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.1D-05  1.007D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.9D-05  2.679D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-06  4.500D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-06  6.476D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  8.536D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.9D-05  3.514D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.5D-06  7.284D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.0D-05  3.696D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.0D-05  7.136D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.4D-05  7.580D-03  1.989D+05
 **** ****     0     0  con    1  3.9D-01  5.3D-05  2.303D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.5D-05  3.390D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  3.438D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.4D-05  9.727D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.6D-05  1.470D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.2D-06  3.934D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.1D-06  4.585D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.3D-06  7.321D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.3D-05  4.573D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.6D-06  7.383D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.6D-06  3.938D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-05  9.278D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.6D-05  1.274D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.2D-05  4.729D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.0D-05  4.700D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.9D-06  4.732D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.3D-06  1.015D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.4D-05  3.803D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  7.3D-07  9.800D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.0D-06  2.937D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  6.027D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  8.584D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.6D-05  4.820D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  6.3D-06  1.120D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-06  3.327D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.7D-06  8.455D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.1D-05  1.016D-02  1.989D+05
 **** ****     0     0  con    1  2.9D-01  1.1D-05  2.157D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  9.164D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-05  3.957D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.7D-05  8.746D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.7D-05  2.419D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.9D-06  6.067D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.8D-07  2.806D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.4D-06  5.080D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  1.335D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.1D-05  1.487D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  8.1D-06  3.080D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  9.1D-06  8.050D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-05  1.210D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.3D-05  1.383D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-06  3.081D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  5.0D-06  4.991D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.2D-05  7.275D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.7D-05  1.814D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-05  4.335D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.7D-05  1.018D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  3.3D-05  1.133D-02  1.989D+05
 **** ****     0     0  con    1  4.9D-01  2.9D-05  1.198D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.8D-05  4.093D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.5D-05  3.966D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.7D-05  7.576D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.4D-05  8.401D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.4D-05  4.331D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.0D-05  1.032D-02  1.989D+05
 **** ****     0     0  con    0  1.0D+00  1.3D-05  8.749D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-06  4.304D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.1D-05  4.827D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  2.3D-05  9.749D-03  1.989D+05
 **** ****     0     0  con    0  1.0D+00  4.1D-05  8.424D-03  1.989D+05
