RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =         1926     M =            5

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 3942 4057     0     0  con    0  1.0D+00  1.9D-04  1.437D-01  1.989D+05
 3943 4058     0     0  con    0  1.0D+00  4.3D-04  3.202D-01  1.989D+05
 3944 4059     0     0  con    0  1.0D+00  1.3D-05  5.499D-02  1.989D+05
 3945 4060     0     0  con    0  1.0D+00  1.8D-05  4.594D-02  1.989D+05
 3946 4061     0     0  con    0  1.0D+00  9.2D-05  7.502D-02  1.989D+05
 3947 4062     0     0  con    0  1.0D+00  3.0D-04  2.236D-01  1.989D+05
 3948 4063     0     0  con    0  1.0D+00  1.7D-04  8.652D-02  1.989D+05
 3949 4064     0     0  con    0  1.0D+00  1.6D-04  3.082D-02  1.989D+05
 3950 4065     0     0  con    0  1.0D+00  1.9D-04  6.781D-02  1.989D+05
 3951 4066     0     0  con    0  1.0D+00  3.2D-04  1.733D-01  1.989D+05
 3952 4067     0     0  con    0  1.0D+00  3.3D-04  1.281D-01  1.989D+05
 3953 4068     0     0  con    0  1.0D+00  1.5D-04  3.544D-02  1.989D+05
 3954 4069     0     0  con    0  1.0D+00  1.9D-04  5.794D-02  1.989D+05
 3955 4070     0     0  con    0  1.0D+00  2.0D-04  1.857D-01  1.989D+05
 3956 4071     0     0  con    0  1.0D+00  7.4D-05  9.333D-02  1.989D+05
 3957 4072     0     0  con    0  1.0D+00  1.9D-04  4.236D-02  1.989D+05
 3958 4073     0     0  con    0  1.0D+00  1.2D-04  5.745D-02  1.989D+05
 3959 4074     0     0  con    0  1.0D+00  4.5D-04  2.255D-01  1.989D+05
 3960 4075     0     0  con    0  1.0D+00  2.7D-05  3.121D-02  1.989D+05
 3961 4076     0     0  con    0  1.0D+00  1.9D-05  3.902D-02  1.989D+05
 3962 4077     0     0  con    0  1.0D+00  1.2D-04  7.341D-02  1.989D+05
 3963 4078     0     0  con    0  1.0D+00  3.1D-04  2.927D-01  1.989D+05
 3964 4079     0     0  con    0  1.0D+00  4.5D-05  7.969D-02  1.989D+05
 3965 4080     0     0  con    0  1.0D+00  1.1D-04  2.784D-02  1.989D+05
 3966 4081     0     0  con    0  1.0D+00  2.2D-04  6.471D-02  1.989D+05
 3967 4082     0     0  con    0  1.0D+00  2.8D-04  7.650D-02  1.989D+05
 3968 4084     0     0  con    1  3.8D-01  2.8D-04  1.613D-01  1.989D+05
 3969 4085     0     0  con    0  1.0D+00  2.6D-04  3.032D-02  1.989D+05
 3970 4086     0     0  con    0  1.0D+00  1.1D-04  2.985D-02  1.989D+05
 3971 4087     0     0  con    0  1.0D+00  2.8D-04  1.199D-01  1.989D+05
 3972 4089     0     0  con    1  5.2D-01  2.0D-04  1.745D-01  1.989D+05
 3973 4090     0     0  con    0  1.0D+00  1.1D-04  7.706D-02  1.989D+05
 3974 4091     0     0  con    0  1.0D+00  1.6D-04  3.601D-02  1.989D+05
 3975 4092     0     0  con    0  1.0D+00  1.5D-04  1.242D-01  1.989D+05
 3976 4093     0     0  con    0  1.0D+00  2.7D-04  1.299D-01  1.989D+05
 3977 4094     0     0  con    0  1.0D+00  5.4D-05  4.027D-02  1.989D+05
 3978 4095     0     0  con    0  1.0D+00  6.9D-05  5.899D-02  1.989D+05
 3979 4096     0     0  con    0  1.0D+00  9.8D-05  1.097D-01  1.989D+05
 3980 4097     0     0  con    0  1.0D+00  1.4D-04  4.073D-02  1.989D+05
 3981 4098     0     0  con    0  1.0D+00  1.7D-04  6.676D-02  1.989D+05
 3982 4099     0     0  con    0  1.0D+00  2.9D-04  3.152D-01  1.989D+05
 3983 4100     0     0  con    0  1.0D+00  5.3D-05  3.677D-02  1.989D+05
 3984 4101     0     0  con    0  1.0D+00  1.1D-05  3.158D-02  1.989D+05
 3985 4102     0     0  con    0  1.0D+00  4.3D-05  7.041D-02  1.989D+05
 3986 4103     0     0  con    0  1.0D+00  1.2D-04  1.124D-01  1.989D+05
 3987 4104     0     0  con    0  1.0D+00  2.3D-04  9.837D-02  1.989D+05
 3988 4105     0     0  con    0  1.0D+00  1.2D-04  6.600D-02  1.989D+05
 3989 4106     0     0  con    0  1.0D+00  1.2D-04  7.097D-02  1.989D+05
 3990 4107     0     0  con    0  1.0D+00  1.2D-04  8.150D-02  1.989D+05
 3991 4108     0     0  con    0  1.0D+00  4.7D-05  3.591D-02  1.989D+05
 3992 4109     0     0  con    0  1.0D+00  1.3D-04  5.641D-02  1.989D+05
 3993 4110     0     0  con    0  1.0D+00  1.2D-04  1.231D-01  1.989D+05
 3994 4111     0     0  con    0  1.0D+00  1.8D-04  3.609D-02  1.989D+05
 3995 4112     0     0  con    0  1.0D+00  1.7D-04  3.942D-02  1.989D+05
 3996 4113     0     0  con    0  1.0D+00  2.6D-04  1.251D-01  1.989D+05
 3997 4114     0     0  con    0  1.0D+00  1.7D-05  4.653D-02  1.989D+05
 3998 4115     0     0  con    0  1.0D+00  1.0D-05  4.484D-02  1.989D+05
 3999 4116     0     0  con    0  1.0D+00  8.0D-05  8.203D-02  1.989D+05
 4000 4118     0     0  con    1  5.2D-01  1.3D-04  8.880D-02  1.989D+05
 4001 4119     0     0  con    0  1.0D+00  1.2D-04  4.549D-02  1.989D+05
 4002 4120     0     0  con    0  1.0D+00  1.5D-04  3.465D-02  1.989D+05
 4003 4121     0     0  con    0  1.0D+00  1.5D-04  9.724D-02  1.989D+05
 4004 4122     0     0  con    0  1.0D+00  1.1D-04  3.341D-02  1.989D+05
 4005 4123     0     0  con    0  1.0D+00  4.8D-05  3.027D-02  1.989D+05
 4006 4124     0     0  con    0  1.0D+00  6.9D-05  6.418D-02  1.989D+05
 4007 4125     0     0  con    0  1.0D+00  5.7D-05  3.498D-02  1.989D+05
 4008 4126     0     0  con    0  1.0D+00  1.2D-04  5.893D-02  1.989D+05
 4009 4127     0     0  con    0  1.0D+00  1.6D-04  1.303D-01  1.989D+05
 4010 4128     0     0  con    0  1.0D+00  5.4D-05  3.485D-02  1.989D+05
 4011 4129     0     0  con    0  1.0D+00  1.1D-04  5.211D-02  1.989D+05
 4012 4130     0     0  con    0  1.0D+00  1.3D-04  9.988D-02  1.989D+05
 4013 4131     0     0  con    0  1.0D+00  2.4D-04  5.589D-02  1.989D+05
 4014 4132     0     0  con    0  1.0D+00  2.0D-04  9.223D-02  1.989D+05
 4015 4133     0     0  con    0  1.0D+00  2.8D-05  3.620D-02  1.989D+05
 4016 4134     0     0  con    0  1.0D+00  6.1D-05  4.429D-02  1.989D+05
 4017 4135     0     0  con    0  1.0D+00  1.1D-04  4.549D-02  1.989D+05
 4018 4136     0     0  con    0  1.0D+00  1.9D-04  1.663D-01  1.989D+05
 4019 4137     0     0  con    0  1.0D+00  1.6D-04  5.059D-02  1.989D+05
 4020 4138     0     0  con    0  1.0D+00  1.1D-05  2.691D-02  1.989D+05
 4021 4139     0     0  con    0  1.0D+00  4.6D-05  5.329D-02  1.989D+05
 4022 4140     0     0  con    0  1.0D+00  7.9D-05  1.060D-01  1.989D+05
 4023 4141     0     0  con    0  1.0D+00  4.4D-05  4.955D-02  1.989D+05
 4024 4142     0     0  con    0  1.0D+00  1.6D-04  4.453D-02  1.989D+05
 4025 4143     0     0  con    0  1.0D+00  1.1D-04  7.567D-02  1.989D+05
 4026 4144     0     0  con    0  1.0D+00  2.0D-04  7.828D-02  1.989D+05
 4027 4146     0     0  con    1  4.4D-01  1.2D-04  1.744D-01  1.989D+05
 4028 4147     0     0  con    0  1.0D+00  1.0D-04  7.657D-02  1.989D+05
 4029 4148     0     0  con    0  1.0D+00  1.3D-04  3.595D-02  1.989D+05
 4030 4149     0     0  con    0  1.0D+00  1.9D-04  1.594D-01  1.989D+05
 4031 4150     0     0  con    0  1.0D+00  1.4D-04  7.168D-02  1.989D+05
 4032 4151     0     0  con    0  1.0D+00  6.4D-05  4.102D-02  1.989D+05
 4033 4152     0     0  con    0  1.0D+00  9.0D-05  7.621D-02  1.989D+05
 4034 4153     0     0  con    0  1.0D+00  9.3D-05  9.958D-02  1.989D+05
 4035 4154     0     0  con    0  1.0D+00  3.8D-05  2.733D-02  1.989D+05
 4036 4155     0     0  con    0  1.0D+00  1.0D-04  4.888D-02  1.989D+05
 4037 4156     0     0  con    0  1.0D+00  1.2D-04  9.933D-02  1.989D+05
 4038 4157     0     0  con    0  1.0D+00  1.5D-04  6.604D-02  1.989D+05
 4039 4158     0     0  con    0  1.0D+00  2.1D-04  2.081D-01  1.989D+05
 4040 4159     0     0  con    0  1.0D+00  2.4D-05  4.177D-02  1.989D+05
 4041 4160     0     0  con    0  1.0D+00  7.0D-06  3.200D-02  1.989D+05
 4042 4161     0     0  con    0  1.0D+00  6.2D-05  5.953D-02  1.989D+05
 4043 4162     0     0  con    0  1.0D+00  1.7D-04  2.492D-01  1.989D+05
 4044 4163     0     0  con    0  1.0D+00  5.7D-05  8.750D-02  1.989D+05
 4045 4164     0     0  con    0  1.0D+00  1.2D-04  3.209D-02  1.989D+05
 4046 4165     0     0  con    0  1.0D+00  1.2D-04  6.248D-02  1.989D+05
 4047 4166     0     0  con    0  1.0D+00  2.1D-04  1.671D-01  1.989D+05
 4048 4167     0     0  con    0  1.0D+00  2.5D-04  8.237D-02  1.989D+05
 4049 4168     0     0  con    0  1.0D+00  5.6D-05  2.141D-02  1.989D+05
 4050 4169     0     0  con    0  1.0D+00  7.8D-05  7.311D-02  1.989D+05
 4051 4170     0     0  con    0  1.0D+00  1.1D-04  1.081D-01  1.989D+05
 4052 4171     0     0  con    0  1.0D+00  1.5D-05  3.344D-02  1.989D+05
 4053 4172     0     0  con    0  1.0D+00  9.4D-05  4.519D-02  1.989D+05
 4054 4173     0     0  con    0  1.0D+00  9.0D-05  4.794D-02  1.989D+05
 4055 4175     0     0  con    1  4.5D-01  1.2D-04  1.040D-01  1.989D+05
 4056 4176     0     0  con    0  1.0D+00  1.3D-04  3.825D-02  1.989D+05
 4057 4177     0     0  con    0  1.0D+00  6.0D-05  1.970D-02  1.989D+05
 4058 4178     0     0  con    0  1.0D+00  7.7D-05  7.015D-02  1.989D+05
 4059 4179     0     0  con    0  1.0D+00  8.2D-05  5.872D-02  1.989D+05
 4060 4180     0     0  con    0  1.0D+00  7.3D-05  4.658D-02  1.989D+05
 4061 4181     0     0  con    0  1.0D+00  2.4D-04  1.807D-01  1.989D+05
 4062 4182     0     0  con    0  1.0D+00  2.2D-05  4.044D-02  1.989D+05
 4063 4183     0     0  con    0  1.0D+00  1.8D-05  4.112D-02  1.989D+05
 4064 4184     0     0  con    0  1.0D+00  9.8D-05  7.094D-02  1.989D+05
 4065 4186     0     0  con    1  5.2D-01  1.2D-04  7.863D-02  1.989D+05
 4066 4187     0     0  con    0  1.0D+00  9.2D-05  3.720D-02  1.989D+05
 4067 4188     0     0  con    0  1.0D+00  1.3D-04  2.443D-02  1.989D+05
 4068 4189     0     0  con    0  1.0D+00  1.2D-04  7.777D-02  1.989D+05
 4069 4190     0     0  con    0  1.0D+00  8.8D-05  3.497D-02  1.989D+05
 4070 4191     0     0  con    0  1.0D+00  1.6D-04  4.969D-02  1.989D+05
 4071 4192     0     0  con    0  1.0D+00  1.7D-04  1.543D-01  1.989D+05
 4072 4193     0     0  con    0  1.0D+00  1.6D-05  4.889D-02  1.989D+05
 4073 4194     0     0  con    0  1.0D+00  2.0D-05  3.866D-02  1.989D+05
 4074 4195     0     0  con    0  1.0D+00  5.9D-05  5.911D-02  1.989D+05
 4075 4196     0     0  con    0  1.0D+00  1.7D-04  1.007D-01  1.989D+05
 4076 4197     0     0  con    0  1.0D+00  2.8D-04  1.278D-01  1.989D+05
 4077 4198     0     0  con    0  1.0D+00  3.2D-05  3.541D-02  1.989D+05
 4078 4199     0     0  con    0  1.0D+00  4.1D-05  4.601D-02  1.989D+05
 4079 4200     0     0  con    0  1.0D+00  9.6D-05  6.296D-02  1.989D+05
 4080 4201     0     0  con    0  1.0D+00  3.8D-04  3.190D-01  1.989D+05
 4081 4202     0     0  con    0  1.0D+00  6.1D-05  8.765D-02  1.989D+05
 4082 4203     0     0  con    0  1.0D+00  1.1D-04  3.405D-02  1.989D+05
 4083 4204     0     0  con    0  1.0D+00  2.0D-04  5.895D-02  1.989D+05
 4084 4205     0     0  con    0  1.0D+00  2.6D-04  9.524D-02  1.989D+05
 4085 4207     0     0  con    1  5.2D-01  2.6D-04  1.181D-01  1.989D+05
 4086 4208     0     0  con    0  1.0D+00  1.1D-04  2.902D-02  1.989D+05
 4087 4209     0     0  con    0  1.0D+00  5.5D-05  3.780D-02  1.989D+05
 4088 4210     0     0  con    0  1.0D+00  1.4D-04  9.124D-02  1.989D+05
 4089 4211     0     0  con    0  1.0D+00  1.7D-04  1.604D-01  1.989D+05
 4090 4212     0     0  con    0  1.0D+00  1.9D-05  4.536D-02  1.989D+05
 4091 4213     0     0  con    0  1.0D+00  5.5D-05  3.716D-02  1.989D+05
 4092 4214     0     0  con    0  1.0D+00  5.8D-05  4.549D-02  1.989D+05
 4093 4215     0     0  con    0  1.0D+00  2.5D-04  2.701D-01  1.989D+05
 4094 4216     0     0  con    0  1.0D+00  9.6D-05  5.592D-02  1.989D+05
 4095 4217     0     0  con    0  1.0D+00  6.5D-05  5.718D-02  1.989D+05
 4096 4218     0     0  con    0  1.0D+00  1.2D-04  7.839D-02  1.989D+05
 4097 4219     0     0  con    0  1.0D+00  2.1D-04  1.100D-01  1.989D+05
 4098 4220     0     0  con    0  1.0D+00  3.7D-04  1.715D-01  1.989D+05
 4099 4221     0     0  con    0  1.0D+00  3.6D-05  3.390D-02  1.989D+05
 4100 4222     0     0  con    0  1.0D+00  8.1D-06  4.034D-02  1.989D+05
 4101 4223     0     0  con    0  1.0D+00  6.5D-05  6.217D-02  1.989D+05
 4102 4224     0     0  con    0  1.0D+00  2.6D-04  3.391D-01  1.989D+05
 4103 4225     0     0  con    0  1.0D+00  5.3D-05  7.896D-02  1.989D+05
 4104 4226     0     0  con    0  1.0D+00  1.0D-04  3.451D-02  1.989D+05
 4105 4227     0     0  con    0  1.0D+00  1.6D-04  7.323D-02  1.989D+05
 4106 4228     0     0  con    0  1.0D+00  2.1D-04  9.322D-02  1.989D+05
 4107 4230     0     0  con    1  5.0D-01  2.4D-04  1.433D-01  1.989D+05
 4108 4231     0     0  con    0  1.0D+00  1.3D-04  3.254D-02  1.989D+05
 4109 4232     0     0  con    0  1.0D+00  6.3D-05  3.555D-02  1.989D+05
 4110 4233     0     0  con    0  1.0D+00  1.8D-04  1.048D-01  1.989D+05
 4111 4234     0     0  con    0  1.0D+00  2.2D-04  2.954D-01  1.989D+05
 4112 4235     0     0  con    0  1.0D+00  2.5D-05  7.302D-02  1.989D+05
 4113 4236     0     0  con    0  1.0D+00  2.2D-05  3.453D-02  1.989D+05
 4114 4237     0     0  con    0  1.0D+00  6.5D-05  6.640D-02  1.989D+05
 4115 4238     0     0  con    0  1.0D+00  1.5D-04  1.420D-01  1.989D+05
 4116 4239     0     0  con    0  1.0D+00  2.6D-04  1.762D-01  1.989D+05
 4117 4240     0     0  con    0  1.0D+00  7.4D-06  3.399D-02  1.989D+05
 4118 4241     0     0  con    0  1.0D+00  1.4D-05  4.545D-02  1.989D+05
 4119 4242     0     0  con    0  1.0D+00  6.3D-05  7.108D-02  1.989D+05
 4120 4243     0     0  con    0  1.0D+00  2.0D-04  2.352D-01  1.989D+05
 4121 4244     0     0  con    0  1.0D+00  9.0D-05  6.152D-02  1.989D+05
 4122 4245     0     0  con    0  1.0D+00  1.0D-04  3.196D-02  1.989D+05
 4123 4246     0     0  con    0  1.0D+00  1.1D-04  5.934D-02  1.989D+05
 4124 4247     0     0  con    0  1.0D+00  1.7D-04  7.692D-02  1.989D+05
 4125 4248     0     0  con    0  1.0D+00  3.3D-04  2.210D-01  1.989D+05
 4126 4249     0     0  con    0  1.0D+00  2.2D-05  3.294D-02  1.989D+05
 4127 4250     0     0  con    0  1.0D+00  1.0D-05  4.677D-02  1.989D+05
 4128 4251     0     0  con    0  1.0D+00  6.3D-05  8.152D-02  1.989D+05
 4129 4252     0     0  con    0  1.0D+00  2.5D-04  2.998D-01  1.989D+05
 4130 4253     0     0  con    0  1.0D+00  7.5D-05  7.643D-02  1.989D+05
 4131 4254     0     0  con    0  1.0D+00  6.9D-05  2.571D-02  1.989D+05
 4132 4255     0     0  con    0  1.0D+00  8.3D-05  4.277D-02  1.989D+05
 4133 4256     0     0  con    0  1.0D+00  1.4D-04  5.455D-02  1.989D+05
 4134 4257     0     0  con    0  1.0D+00  3.6D-04  2.498D-01  1.989D+05
 4135 4258     0     0  con    0  1.0D+00  5.9D-05  6.466D-02  1.989D+05
 4136 4259     0     0  con    0  1.0D+00  3.3D-05  3.698D-02  1.989D+05
 4137 4260     0     0  con    0  1.0D+00  1.1D-04  6.400D-02  1.989D+05
 4138 4261     0     0  con    0  1.0D+00  2.4D-04  1.795D-01  1.989D+05
 4139 4262     0     0  con    0  1.0D+00  3.2D-04  1.478D-01  1.989D+05
 4140 4263     0     0  con    0  1.0D+00  5.5D-05  2.569D-02  1.989D+05
 4141 4264     0     0  con    0  1.0D+00  6.3D-06  3.237D-02  1.989D+05
 4142 4265     0     0  con    0  1.0D+00  8.0D-05  8.360D-02  1.989D+05
 4143 4266     0     0  con    0  1.0D+00  2.6D-04  1.677D-01  1.989D+05
 4144 4267     0     0  con    0  1.0D+00  3.4D-04  9.613D-02  1.989D+05
 4145 4268     0     0  con    0  1.0D+00  2.2D-04  5.196D-02  1.989D+05
 4146 4269     0     0  con    0  1.0D+00  3.3D-04  1.028D-01  1.989D+05
 4147 4270     0     0  con    0  1.0D+00  1.8D-04  1.317D-01  1.989D+05
 4148 4271     0     0  con    0  1.0D+00  6.0D-06  7.582D-02  1.989D+05
 4149 4272     0     0  con    0  1.0D+00  2.3D-04  5.695D-02  1.989D+05
 4150 4273     0     0  con    0  1.0D+00  1.7D-04  1.183D-01  1.989D+05
 4151 4274     0     0  con    0  1.0D+00  2.6D-04  4.341D-02  1.989D+05
 4152 4275     0     0  con    0  1.0D+00  3.8D-04  1.377D-01  1.989D+05
 4153 4276     0     0  con    0  1.0D+00  3.7D-04  1.211D-01  1.989D+05
 4154 4277     0     0  con    0  1.0D+00  3.7D-05  4.547D-02  1.989D+05
 4155 4278     0     0  con    0  1.0D+00  3.0D-05  5.680D-02  1.989D+05
 4156 4279     0     0  con    0  1.0D+00  1.7D-04  1.199D-01  1.989D+05
 4157 4280     0     0  con    0  1.0D+00  3.5D-04  6.674D-02  1.989D+05
 4158 4281     0     0  con    0  1.0D+00  2.5D-04  5.647D-02  1.989D+05
 4159 4282     0     0  con    0  1.0D+00  2.3D-04  5.095D-02  1.989D+05
 4160 4283     0     0  con    0  1.0D+00  4.0D-04  4.377D-02  1.989D+05
 4161 4284     0     0  con    0  1.0D+00  4.6D-04  1.629D-01  1.989D+05
 4162 4285     0     0  con    0  1.0D+00  7.7D-05  6.222D-02  1.989D+05
 4163 4286     0     0  con    0  1.0D+00  2.1D-04  6.948D-02  1.989D+05
 4164 4287     0     0  con    0  1.0D+00  2.8D-04  9.978D-02  1.989D+05
 4165 4288     0     0  con    0  1.0D+00  9.4D-04  2.617D-01  1.989D+05
 4166 4289     0     0  con    0  1.0D+00  3.4D-04  5.216D-02  1.989D+05
 4167 4290     0     0  con    0  1.0D+00  9.3D-05  5.673D-02  1.989D+05
 4168 4291     0     0  con    0  1.0D+00  2.9D-04  6.566D-02  1.989D+05
 4169 4292     0     0  con    0  1.0D+00  5.6D-04  3.486D-01  1.989D+05
 4170 4293     0     0  con    0  1.0D+00  5.0D-05  7.810D-02  1.989D+05
 4171 4294     0     0  con    0  1.0D+00  1.8D-04  4.372D-02  1.989D+05
 4172 4295     0     0  con    0  1.0D+00  3.4D-04  8.235D-02  1.989D+05
 4173 4296     0     0  con    0  1.0D+00  4.6D-04  1.560D-01  1.989D+05
 4174 4297     0     0  con    0  1.0D+00  3.5D-04  3.213D-02  1.989D+05
 4175 4298     0     0  con    0  1.0D+00  2.3D-04  4.500D-02  1.989D+05
 4176 4299     0     0  con    0  1.0D+00  4.0D-04  9.466D-02  1.989D+05
 4177 4300     0     0  con    0  1.0D+00  8.6D-04  3.854D-01  1.989D+05
 4178 4301     0     0  con    0  1.0D+00  1.8D-04  9.492D-02  1.989D+05
 4179 4302     0     0  con    0  1.0D+00  1.8D-04  4.197D-02  1.989D+05
 4180 4303     0     0  con    0  1.0D+00  3.6D-04  8.363D-02  1.989D+05
 4181 4304     0     0  con    0  1.0D+00  6.3D-04  1.324D-01  1.989D+05
 4182 4306     0     0  con    1  5.0D-01  7.0D-04  2.047D-01  1.989D+05
 4183 4307     0     0  con    0  1.0D+00  5.2D-04  4.879D-02  1.989D+05
 4184 4308     0     0  con    0  1.0D+00  2.8D-04  3.680D-02  1.989D+05
 4185 4309     0     0  con    0  1.0D+00  6.3D-04  8.955D-02  1.989D+05
 4186 4310     0     0  con    0  1.0D+00  7.9D-04  3.916D-01  1.989D+05
 4187 4311     0     0  con    0  1.0D+00  4.8D-05  1.377D-01  1.989D+05
 4188 4312     0     0  con    0  1.0D+00  2.3D-04  6.092D-02  1.989D+05
 4189 4313     0     0  con    0  1.0D+00  3.6D-04  1.110D-01  1.989D+05
 4190 4314     0     0  con    0  1.0D+00  9.0D-04  2.332D-01  1.989D+05
 4191 4315     0     0  con    0  1.0D+00  1.1D-03  2.206D-01  1.989D+05
 4192 4316     0     0  con    0  1.0D+00  1.4D-04  5.186D-02  1.989D+05
 4193 4317     0     0  con    0  1.0D+00  3.7D-05  6.064D-02  1.989D+05
 4194 4318     0     0  con    0  1.0D+00  2.5D-04  1.194D-01  1.989D+05
 4195 4319     0     0  con    0  1.0D+00  9.0D-04  1.993D-01  1.989D+05
 4196 4320     0     0  con    0  1.0D+00  1.5D-03  2.494D-01  1.989D+05
 4197 4321     0     0  con    0  1.0D+00  6.7D-04  6.326D-02  1.989D+05
 4198 4322     0     0  con    0  1.0D+00  6.7D-04  9.505D-02  1.989D+05
 4199 4323     0     0  con    0  1.0D+00  9.8D-04  1.366D-01  1.989D+05
 4200 4324     0     0  con    0  1.0D+00  1.6D-03  4.194D-01  1.989D+05
 4201 4325     0     0  con    0  1.0D+00  1.2D-04  1.043D-01  1.989D+05
 4202 4326     0     0  con    0  1.0D+00  7.5D-05  6.687D-02  1.989D+05
 4203 4327     0     0  con    0  1.0D+00  4.2D-04  1.115D-01  1.989D+05
 4204 4328     0     0  con    0  1.0D+00  7.0D-04  2.317D-01  1.989D+05
 4205 4329     0     0  con    0  1.0D+00  7.2D-04  9.926D-02  1.989D+05
 4206 4330     0     0  con    0  1.0D+00  4.2D-04  5.905D-02  1.989D+05
 4207 4331     0     0  con    0  1.0D+00  6.7D-04  1.566D-01  1.989D+05
 4208 4332     0     0  con    0  1.0D+00  5.8D-04  1.625D-01  1.989D+05
 4209 4333     0     0  con    0  1.0D+00  4.3D-05  7.475D-02  1.989D+05
 4210 4334     0     0  con    0  1.0D+00  3.5D-04  6.006D-02  1.989D+05
 4211 4335     0     0  con    0  1.0D+00  5.2D-04  1.250D-01  1.989D+05
 4212 4336     0     0  con    0  1.0D+00  1.8D-03  3.218D-01  1.989D+05
 4213 4337     0     0  con    0  1.0D+00  3.2D-04  1.222D-01  1.989D+05
 4214 4338     0     0  con    0  1.0D+00  3.4D-05  6.445D-02  1.989D+05
 4215 4339     0     0  con    0  1.0D+00  5.1D-04  8.869D-02  1.989D+05
 4216 4340     0     0  con    0  1.0D+00  1.6D-03  4.668D-01  1.989D+05
 4217 4341     0     0  con    0  1.0D+00  2.3D-04  1.814D-01  1.989D+05
 4218 4342     0     0  con    0  1.0D+00  7.3D-04  5.250D-02  1.989D+05
 4219 4343     0     0  con    0  1.0D+00  9.1D-04  1.144D-01  1.989D+05
 4220 4344     0     0  con    0  1.0D+00  1.3D-03  2.334D-01  1.989D+05
 4221 4345     0     0  con    0  1.0D+00  9.9D-04  9.395D-02  1.989D+05
 4222 4346     0     0  con    0  1.0D+00  2.7D-04  4.447D-02  1.989D+05
 4223 4347     0     0  con    0  1.0D+00  3.4D-04  1.211D-01  1.989D+05
 4224 4348     0     0  con    0  1.0D+00  7.3D-04  2.247D-01  1.989D+05
 4225 4349     0     0  con    0  1.0D+00  2.6D-05  5.815D-02  1.989D+05
 4226 4350     0     0  con    0  1.0D+00  2.3D-04  7.109D-02  1.989D+05
 4227 4351     0     0  con    0  1.0D+00  3.2D-04  7.967D-02  1.989D+05
 4228 4352     0     0  con    0  1.0D+00  7.8D-04  3.052D-01  1.989D+05
 4229 4353     0     0  con    0  1.0D+00  2.0D-05  4.960D-02  1.989D+05
 4230 4354     0     0  con    0  1.0D+00  6.5D-05  3.644D-02  1.989D+05
 4231 4355     0     0  con    0  1.0D+00  2.7D-04  8.733D-02  1.989D+05
 4232 4356     0     0  con    0  1.0D+00  4.5D-04  1.308D-01  1.989D+05
 4233 4357     0     0  con    0  1.0D+00  1.2D-03  5.532D-01  1.989D+05
 4234 4358     0     0  con    0  1.0D+00  1.4D-05  7.036D-02  1.989D+05
 4235 4359     0     0  con    0  1.0D+00  3.8D-05  4.598D-02  1.989D+05
 4236 4360     0     0  con    0  1.0D+00  2.7D-04  9.852D-02  1.989D+05
 4237 4361     0     0  con    0  1.0D+00  5.9D-04  1.417D-01  1.989D+05
 4238 4363     0     0  con    1  4.7D-01  7.2D-04  2.614D-01  1.989D+05
 4239 4364     0     0  con    0  1.0D+00  7.5D-04  6.107D-02  1.989D+05
 4240 4365     0     0  con    0  1.0D+00  4.4D-04  4.862D-02  1.989D+05
 4241 4366     0     0  con    0  1.0D+00  6.8D-04  1.540D-01  1.989D+05
 4242 4367     0     0  con    0  1.0D+00  4.2D-04  1.125D-01  1.989D+05
 4243 4368     0     0  con    0  1.0D+00  9.8D-05  6.970D-02  1.989D+05
 4244 4369     0     0  con    0  1.0D+00  3.5D-04  8.056D-02  1.989D+05
 4245 4370     0     0  con    0  1.0D+00  3.8D-04  1.518D-01  1.989D+05
 4246 4371     0     0  con    0  1.0D+00  4.3D-04  1.345D-01  1.989D+05
 4247 4372     0     0  con    0  1.0D+00  1.6D-03  4.040D-01  1.989D+05
 4248 4373     0     0  con    0  1.0D+00  8.6D-05  4.918D-02  1.989D+05
 4249 4374     0     0  con    0  1.0D+00  7.7D-05  4.580D-02  1.989D+05
 4250 4375     0     0  con    0  1.0D+00  3.5D-04  1.885D-01  1.989D+05
 4251 4376     0     0  con    0  1.0D+00  8.2D-04  3.449D-01  1.989D+05
 4252 4377     0     0  con    0  1.0D+00  1.2D-04  9.236D-02  1.989D+05
 4253 4378     0     0  con    0  1.0D+00  5.4D-04  8.881D-02  1.989D+05
 4254 4379     0     0  con    0  1.0D+00  6.4D-04  1.496D-01  1.989D+05
 4255 4380     0     0  con    0  1.0D+00  1.1D-03  2.349D-01  1.989D+05
 4256 4381     0     0  con    0  1.0D+00  5.4D-04  5.341D-02  1.989D+05
 4257 4382     0     0  con    0  1.0D+00  1.7D-04  5.819D-02  1.989D+05
 4258 4383     0     0  con    0  1.0D+00  2.6D-04  9.441D-02  1.989D+05
 4259 4384     0     0  con    0  1.0D+00  2.6D-04  2.174D-01  1.989D+05
 4260 4385     0     0  con    0  1.0D+00  4.0D-04  1.697D-01  1.989D+05
 4261 4386     0     0  con    0  1.0D+00  1.5D-04  3.728D-02  1.989D+05
