RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   61   65     0     0  con    0  1.0D+00  3.2D-02  1.537D-01 -1.089D-01
   62   66     0     0  con    0  1.0D+00  8.0D-02  4.240D-01 -1.219D-01
   63   67     0     0  con    0  1.0D+00  5.8D-02  2.770D-01 -1.350D-01
   64   68     0     0  con    0  1.0D+00  8.3D-03  1.249D-01 -1.425D-01
   65   69     0     0  con    0  1.0D+00  2.8D-02  6.986D-02 -1.531D-01
   66   70     0     0  con    0  1.0D+00  4.3D-02  4.574D-01 -1.542D-01
   67   71     0     0  con    0  1.0D+00  4.2D-03  1.571D-01 -1.621D-01
   68   72     0     0  con    0  1.0D+00  1.6D-02  4.505D-02 -1.665D-01
   69   73     0     0  con    0  1.0D+00  3.3D-02  1.057D-01 -1.713D-01
   70   74     0     0  con    0  1.0D+00  4.4D-02  1.389D-01 -1.784D-01
   71   76     0     0  con    1  2.7D-01  2.9D-02  3.413D-01 -1.814D-01
   72   77     0     0  con    0  1.0D+00  4.3D-02  8.706D-02 -1.872D-01
   73   78     0     0  con    0  1.0D+00  1.7D-02  4.784D-02 -1.904D-01
   74   79     0     0  con    0  1.0D+00  3.5D-02  1.736D-01 -1.954D-01
   75   80     0     0  con    0  1.0D+00  2.5D-02  3.214D-01 -1.983D-01
   76   81     0     0  con    0  1.0D+00  5.2D-03  1.190D-01 -2.021D-01
   77   82     0     0  con    0  1.0D+00  1.3D-02  1.005D-01 -2.069D-01
   78   83     0     0  con    0  1.0D+00  1.6D-02  1.280D-01 -2.101D-01
   79   84     0     0  con    0  1.0D+00  5.3D-02  5.440D-01 -2.112D-01
   80   85     0     0  con    0  1.0D+00  4.7D-03  1.174D-01 -2.180D-01
   81   86     0     0  con    0  1.0D+00  9.3D-03  5.733D-02 -2.205D-01
   82   87     0     0  con    0  1.0D+00  2.1D-02  1.077D-01 -2.233D-01
   83   88     0     0  con    0  1.0D+00  3.2D-02  1.853D-01 -2.285D-01
   84   89     0     0  con    0  1.0D+00  9.9D-02  5.162D-01 -2.325D-01
   85   90     0     0  con    0  1.0D+00  2.4D-02  1.525D-01 -2.426D-01
   86   91     0     0  con    0  1.0D+00  1.0D-02  9.150D-02 -2.468D-01
   87   92     0     0  con    0  1.0D+00  3.7D-02  1.542D-01 -2.529D-01
   88   93     0     0  con    0  1.0D+00  7.1D-02  1.276D-01 -2.630D-01
   89   94     0     0  con    0  1.0D+00  1.6D-01  3.960D-01 -2.790D-01
   90   95     0     0  con    0  1.0D+00  1.4D-01  4.058D-01 -2.923D-01
   91   96     0     0  con    0  1.0D+00  7.5D-02  3.031D-01 -3.066D-01
   92   97     0     0  con    0  1.0D+00  1.2D-01  1.224D-01 -3.248D-01
   93   98     0     0  con    0  1.0D+00  1.6D-01  3.344D-01 -3.489D-01
   94   99     0     0  con    0  1.0D+00  4.1D-01  3.012D-01 -3.966D-01
   95  101     0     0  con    1  5.0D-01  3.6D-01  1.158D+00 -4.256D-01
   96  102     0     0  con    0  1.0D+00  2.9D-01  4.407D-01 -4.673D-01
   97  103     0     0  con    0  1.0D+00  5.1D-01  1.970D-01 -5.309D-01
   98  104     0     0  con    0  1.0D+00  7.3D-01  1.451D+00 -5.989D-01
   99  105     0     0  con    0  1.0D+00  6.5D-01  1.094D+00 -6.914D-01
  100  106     0     0  con    0  1.0D+00  1.7D+00  6.078D-01 -9.073D-01
  101  107     0     0  con    0  1.0D+00  2.9D+00  2.734D+00 -1.128D+00
  102  108     0     0  con    0  1.0D+00  1.4D+00  1.492D+00 -1.479D+00
  103  109     0     0  con    0  1.0D+00  5.3D+00  1.844D+00 -2.513D+00
  104  110     0     0  con    0  1.0D+00  6.1D+00  3.574D+00 -3.677D+00
  105  111     0     0  con    0  1.0D+00  1.1D+01  4.049D+00 -5.672D+00
  106  112     0     0  con    0  1.0D+00  4.6D+00  1.427D+01 -7.171D+00
  107  113     0     0  con    0  1.0D+00  3.5D+00  4.782D+00 -1.196D+01
  108  114     0     0  con    0  1.0D+00  4.8D+00  5.022D+00 -1.546D+01
  109  115     0     0  con    0  1.0D+00  2.1D+00  9.128D+00 -2.041D+01
  110  116     0     0  con    0  1.0D+00  1.0D+01  1.159D+01 -2.859D+01
  111  118     0     0  con    1  2.3D-01  4.8D-01  1.295D+01 -3.160D+01
  112  119     0     0  con    0  1.0D+00  1.3D+00  3.321D+00 -3.597D+01
  113  120     0     0  con    0  1.0D+00  2.1D+00  3.321D+00 -3.958D+01
  114  121     0     0  con    0  1.0D+00  3.0D+00  4.222D+00 -4.593D+01
  115  122     0     0  con    0  1.0D+00  4.4D+00  1.599D+01 -4.886D+01
  116  123     0     0  con    0  1.0D+00  4.9D-01  6.469D+00 -5.588D+01
  117  124     0     0  con    0  1.0D+00  1.2D+00  2.587D+00 -6.229D+01
  118  125     0     0  con    0  1.0D+00  9.0D-01  4.405D+00 -6.728D+01
  119  126     0     0  con    0  1.0D+00  2.2D+00  1.759D+01 -7.496D+01
  120  127     0     0  con    0  1.0D+00  3.0D+00  4.308D+00 -8.382D+01
  121  128     0     0  con    0  1.0D+00  1.6D+00  1.492D+00 -8.868D+01
  122  129     0     0  con    0  1.0D+00  2.9D+00  3.451D+00 -9.382D+01
  123  131     0     0  con    1  4.8D-01  1.8D+00  8.499D+00 -9.663D+01
  124  132     0     0  con    0  1.0D+00  1.2D+00  5.139D+00 -1.002D+02
  125  133     0     0  con    0  1.0D+00  2.6D+00  2.072D+00 -1.060D+02
  126  134     0     0  con    0  1.0D+00  1.4D+00  9.838D+00 -1.076D+02
  127  135     0     0  con    0  1.0D+00  2.2D-01  4.316D+00 -1.103D+02
  128  136     0     0  con    0  1.0D+00  6.0D-01  2.879D+00 -1.140D+02
  129  137     0     0  con    0  1.0D+00  7.5D-01  3.636D+00 -1.170D+02
  130  138     0     0  con    0  1.0D+00  3.1D+00  1.193D+01 -1.225D+02
  131  139     0     0  con    0  1.0D+00  2.4D+00  3.955D+00 -1.279D+02
  132  140     0     0  con    0  1.0D+00  3.9D-01  1.208D+00 -1.308D+02
  133  141     0     0  con    0  1.0D+00  7.8D-01  2.399D+00 -1.334D+02
  134  142     0     0  con    0  1.0D+00  1.1D+00  4.480D+00 -1.358D+02
  135  143     0     0  con    0  1.0D+00  1.4D+00  2.595D+00 -1.394D+02
  136  144     0     0  con    0  1.0D+00  2.7D+00  7.890D+00 -1.419D+02
  137  145     0     0  con    0  1.0D+00  2.5D-01  2.938D+00 -1.451D+02
  138  146     0     0  con    0  1.0D+00  2.6D-01  1.568D+00 -1.461D+02
  139  147     0     0  con    0  1.0D+00  3.4D-01  1.294D+00 -1.486D+02
  140  148     0     0  con    0  1.0D+00  1.9D+00  1.133D+01 -1.497D+02
  141  149     0     0  con    0  1.0D+00  2.3D-01  3.053D+00 -1.525D+02
  142  150     0     0  con    0  1.0D+00  7.0D-01  8.383D-01 -1.537D+02
  143  151     0     0  con    0  1.0D+00  7.2D-01  1.889D+00 -1.546D+02
  144  152     0     0  con    0  1.0D+00  9.0D-01  3.644D+00 -1.561D+02
  145  153     0     0  con    0  1.0D+00  1.1D+00  3.693D+00 -1.579D+02
  146  154     0     0  con    0  1.0D+00  3.4D-01  7.725D-01 -1.595D+02
  147  155     0     0  con    0  1.0D+00  1.1D+00  3.194D+00 -1.623D+02
  148  156     0     0  con    0  1.0D+00  7.9D-01  9.677D+00 -1.631D+02
  149  157     0     0  con    0  1.0D+00  1.0D-01  2.762D+00 -1.648D+02
  150  158     0     0  con    0  1.0D+00  2.4D-01  2.183D+00 -1.661D+02
  151  159     0     0  con    0  1.0D+00  3.5D-01  3.171D+00 -1.672D+02
  152  160     0     0  con    0  1.0D+00  7.3D-01  5.586D+00 -1.692D+02
  153  161     0     0  con    0  1.0D+00  1.4D+00  2.318D+00 -1.712D+02
  154  162     0     0  con    0  1.0D+00  2.2D-01  1.364D+00 -1.732D+02
  155  163     0     0  con    0  1.0D+00  2.6D-01  1.010D+00 -1.746D+02
  156  164     0     0  con    0  1.0D+00  4.8D-01  2.665D+00 -1.758D+02
  157  165     0     0  con    0  1.0D+00  9.4D-01  5.056D+00 -1.770D+02
  158  166     0     0  con    0  1.0D+00  2.1D-01  9.875D-01 -1.781D+02
  159  167     0     0  con    0  1.0D+00  3.3D-01  1.767D+00 -1.791D+02
  160  168     0     0  con    0  1.0D+00  4.6D-01  2.756D+00 -1.800D+02
  161  169     0     0  con    0  1.0D+00  1.2D+00  6.143D+00 -1.807D+02
  162  170     0     0  con    0  1.0D+00  1.8D-01  9.238D-01 -1.822D+02
  163  171     0     0  con    0  1.0D+00  8.8D-02  1.063D+00 -1.828D+02
  164  172     0     0  con    0  1.0D+00  3.8D-01  1.906D+00 -1.836D+02
  165  173     0     0  con    0  1.0D+00  7.9D-01  5.182D+00 -1.840D+02
  166  174     0     0  con    0  1.0D+00  2.0D-01  1.151D+00 -1.853D+02
  167  175     0     0  con    0  1.0D+00  2.6D-01  5.893D-01 -1.858D+02
  168  176     0     0  con    0  1.0D+00  4.4D-01  1.207D+00 -1.864D+02
  169  177     0     0  con    0  1.0D+00  7.4D-01  2.095D+00 -1.873D+02
  170  178     0     0  con    0  1.0D+00  1.1D+00  2.147D+00 -1.883D+02
  171  179     0     0  con    0  1.0D+00  2.0D-01  6.544D-01 -1.890D+02
  172  180     0     0  con    0  1.0D+00  3.6D-01  1.709D+00 -1.899D+02
  173  181     0     0  con    0  1.0D+00  4.9D-01  4.702D+00 -1.903D+02
  174  182     0     0  con    0  1.0D+00  8.4D-02  1.526D+00 -1.910D+02
  175  183     0     0  con    0  1.0D+00  2.7D-01  1.634D+00 -1.918D+02
  176  184     0     0  con    0  1.0D+00  3.7D-01  2.083D+00 -1.925D+02
  177  185     0     0  con    0  1.0D+00  7.9D-01  4.203D+00 -1.935D+02
  178  187     0     0  con    1  4.4D-01  4.3D-01  2.787D+00 -1.940D+02
  179  188     0     0  con    0  1.0D+00  2.0D-01  9.152D-01 -1.944D+02
  180  189     0     0  con    0  1.0D+00  1.7D-01  1.100D+00 -1.948D+02
  181  190     0     0  con    0  1.0D+00  2.6D-01  1.359D+00 -1.952D+02
  182  191     0     0  con    0  1.0D+00  4.4D-01  4.913D+00 -1.955D+02
  183  192     0     0  con    0  1.0D+00  1.4D-01  1.565D+00 -1.961D+02
  184  193     0     0  con    0  1.0D+00  8.0D-02  6.266D-01 -1.963D+02
  185  194     0     0  con    0  1.0D+00  1.1D-01  9.502D-01 -1.965D+02
  186  195     0     0  con    0  1.0D+00  2.1D-01  1.234D+00 -1.968D+02
  187  197     0     0  con    1  4.0D-01  1.8D-01  2.705D+00 -1.970D+02
  188  198     0     0  con    0  1.0D+00  1.7D-01  1.061D+00 -1.973D+02
  189  199     0     0  con    0  1.0D+00  1.7D-01  3.393D-01 -1.975D+02
  190  200     0     0  con    0  1.0D+00  2.6D-01  9.372D-01 -1.978D+02
  191  202     0     0  con    1  5.0D-01  1.4D-01  1.570D+00 -1.979D+02
  192  203     0     0  con    0  1.0D+00  8.6D-02  6.630D-01 -1.980D+02
  193  204     0     0  con    0  1.0D+00  1.2D-01  3.575D-01 -1.982D+02
  194  205     0     0  con    0  1.0D+00  1.3D-01  1.198D+00 -1.984D+02
  195  206     0     0  con    0  1.0D+00  2.0D-01  1.029D+00 -1.986D+02
  196  207     0     0  con    0  1.0D+00  1.8D-01  5.740D-01 -1.988D+02
  197  208     0     0  con    0  1.0D+00  2.3D-01  7.908D-01 -1.990D+02
  198  209     0     0  con    0  1.0D+00  1.0D-01  9.198D-01 -1.991D+02
  199  210     0     0  con    0  1.0D+00  1.3D-01  8.437D-01 -1.993D+02
  200  211     0     0  con    0  1.0D+00  3.3D-01  2.312D+00 -1.995D+02
  201  212     0     0  con    0  1.0D+00  2.9D-01  5.275D-01 -1.998D+02
  202  213     0     0  con    0  1.0D+00  2.1D-01  8.464D-01 -2.000D+02
  203  214     0     0  con    0  1.0D+00  4.7D-01  1.976D+00 -2.003D+02
  204  215     0     0  con    0  1.0D+00  5.3D-01  2.135D+00 -2.005D+02
  205  216     0     0  con    0  1.0D+00  1.0D-01  1.030D+00 -2.008D+02
  206  217     0     0  con    0  1.0D+00  3.9D-01  1.086D+00 -2.012D+02
  207  218     0     0  con    0  1.0D+00  3.5D-01  1.438D+00 -2.014D+02
  208  219     0     0  con    0  1.0D+00  7.4D-01  1.174D+00 -2.019D+02
  209  220     0     0  con    0  1.0D+00  7.0D-01  1.954D+00 -2.023D+02
  210  221     0     0  con    0  1.0D+00  6.0D-01  1.676D+00 -2.028D+02
  211  222     0     0  con    0  1.0D+00  6.4D-01  2.077D+00 -2.033D+02
  212  223     0     0  con    0  1.0D+00  2.5D-01  8.098D-01 -2.037D+02
  213  224     0     0  con    0  1.0D+00  3.7D-01  1.294D+00 -2.043D+02
  214  225     0     0  con    0  1.0D+00  8.9D-01  3.849D+00 -2.051D+02
  215  226     0     0  con    0  1.0D+00  1.5D+00  3.559D+00 -2.056D+02
  216  227     0     0  con    0  1.0D+00  1.7D-01  1.041D+00 -2.062D+02
  217  228     0     0  con    0  1.0D+00  2.1D-01  9.041D-01 -2.065D+02
  218  229     0     0  con    0  1.0D+00  5.7D-01  1.636D+00 -2.069D+02
  219  230     0     0  con    0  1.0D+00  1.3D+00  4.932D+00 -2.073D+02
  220  231     0     0  con    0  1.0D+00  2.3D-01  1.389D+00 -2.078D+02
  221  232     0     0  con    0  1.0D+00  4.0D-01  1.071D+00 -2.082D+02
  222  233     0     0  con    0  1.0D+00  5.5D-01  1.687D+00 -2.086D+02
  223  234     0     0  con    0  1.0D+00  1.3D+00  3.671D+00 -2.092D+02
  224  235     0     0  con    0  1.0D+00  1.4D+00  2.012D+00 -2.099D+02
  225  236     0     0  con    0  1.0D+00  1.4D-01  8.650D-01 -2.102D+02
  226  237     0     0  con    0  1.0D+00  5.2D-01  1.449D+00 -2.108D+02
  227  238     0     0  con    0  1.0D+00  8.8D-01  2.732D+00 -2.113D+02
  228  239     0     0  con    0  1.0D+00  1.1D+00  1.491D+00 -2.121D+02
  229  240     0     0  con    0  1.0D+00  1.6D+00  1.331D+00 -2.132D+02
  230  241     0     0  con    0  1.0D+00  3.4D+00  8.926D+00 -2.137D+02
  231  242     0     0  con    0  1.0D+00  8.9D-02  2.245D+00 -2.155D+02
  232  243     0     0  con    0  1.0D+00  2.9D-01  1.509D+00 -2.164D+02
  233  244     0     0  con    0  1.0D+00  1.2D+00  2.448D+00 -2.176D+02
  234  245     0     0  con    0  1.0D+00  2.4D+00  4.227D+00 -2.195D+02
  235  246     0     0  con    0  1.0D+00  5.0D+00  5.652D+00 -2.208D+02
  236  247     0     0  con    0  1.0D+00  4.6D-01  2.232D+00 -2.232D+02
  237  248     0     0  con    0  1.0D+00  3.6D-01  1.671D+00 -2.246D+02
  238  249     0     0  con    0  1.0D+00  1.9D+00  2.982D+00 -2.270D+02
  239  250     0     0  con    0  1.0D+00  6.2D+00  1.608D+01 -2.286D+02
  240  251     0     0  con    0  1.0D+00  7.6D-01  4.661D+00 -2.331D+02
  241  252     0     0  con    0  1.0D+00  2.1D+00  2.100D+00 -2.361D+02
  242  253     0     0  con    0  1.0D+00  3.0D+00  4.266D+00 -2.383D+02
  243  254     0     0  con    0  1.0D+00  2.7D+00  4.345D+00 -2.418D+02
  244  256     0     0  con    1  5.2D-01  3.5D+00  9.838D+00 -2.445D+02
  245  257     0     0  con    0  1.0D+00  2.0D+00  2.352D+00 -2.483D+02
  246  258     0     0  con    0  1.0D+00  3.7D-01  2.318D+00 -2.506D+02
  247  259     0     0  con    0  1.0D+00  8.1D-01  3.290D+00 -2.535D+02
  248  260     0     0  con    0  1.0D+00  1.1D+00  1.357D+01 -2.543D+02
  249  261     0     0  con    0  1.0D+00  1.4D-01  3.500D+00 -2.571D+02
  250  262     0     0  con    0  1.0D+00  4.5D-01  1.436D+00 -2.585D+02
  251  263     0     0  con    0  1.0D+00  8.3D-01  3.279D+00 -2.600D+02
  252  264     0     0  con    0  1.0D+00  1.4D+00  6.654D+00 -2.626D+02
  253  265     0     0  con    0  1.0D+00  3.3D+00  1.189D+01 -2.642D+02
  254  266     0     0  con    0  1.0D+00  1.5D-01  2.280D+00 -2.675D+02
  255  267     0     0  con    0  1.0D+00  1.5D-01  2.261D+00 -2.686D+02
  256  268     0     0  con    0  1.0D+00  5.0D-01  3.235D+00 -2.704D+02
  257  269     0     0  con    0  1.0D+00  2.1D+00  1.659D+01 -2.711D+02
  258  270     0     0  con    0  1.0D+00  2.0D-01  4.739D+00 -2.746D+02
  259  271     0     0  con    0  1.0D+00  7.0D-01  9.108D-01 -2.761D+02
  260  272     0     0  con    0  1.0D+00  1.1D+00  3.129D+00 -2.775D+02
  261  273     0     0  con    0  1.0D+00  1.4D+00  4.345D+00 -2.798D+02
  262  275     0     0  con    1  4.4D-01  1.7D+00  9.506D+00 -2.816D+02
  263  276     0     0  con    0  1.0D+00  1.7D+00  2.391D+00 -2.846D+02
  264  277     0     0  con    0  1.0D+00  7.4D-01  1.067D+00 -2.867D+02
  265  278     0     0  con    0  1.0D+00  1.4D+00  4.535D+00 -2.904D+02
  266  279     0     0  con    0  1.0D+00  1.5D+00  8.078D+00 -2.922D+02
  267  280     0     0  con    0  1.0D+00  1.4D-01  2.488D+00 -2.955D+02
  268  281     0     0  con    0  1.0D+00  2.9D-01  1.904D+00 -2.979D+02
  269  282     0     0  con    0  1.0D+00  5.2D-01  2.631D+00 -2.998D+02
  270  283     0     0  con    0  1.0D+00  1.6D+00  9.966D+00 -3.026D+02
  271  284     0     0  con    0  1.0D+00  1.1D+00  2.115D+00 -3.058D+02
  272  285     0     0  con    0  1.0D+00  3.1D-01  1.549D+00 -3.071D+02
  273  286     0     0  con    0  1.0D+00  4.7D-01  1.963D+00 -3.084D+02
  274  287     0     0  con    0  1.0D+00  7.9D-01  1.550D+00 -3.099D+02
  275  288     0     0  con    0  1.0D+00  9.7D-01  3.138D+00 -3.121D+02
  276  289     0     0  con    0  1.0D+00  8.7D-01  1.123D+00 -3.147D+02
  277  290     0     0  con    0  1.0D+00  1.9D+00  1.001D+01 -3.164D+02
  278  291     0     0  con    0  1.0D+00  2.5D-01  1.221D+00 -3.195D+02
  279  292     0     0  con    0  1.0D+00  8.6D-02  1.899D+00 -3.206D+02
  280  293     0     0  con    0  1.0D+00  8.6D-01  3.369D+00 -3.237D+02
  281  294     0     0  con    0  1.0D+00  1.9D+00  5.658D+00 -3.254D+02
  282  295     0     0  con    0  1.0D+00  7.8D-01  1.839D+00 -3.286D+02
  283  296     0     0  con    0  1.0D+00  1.1D+00  1.336D+00 -3.308D+02
  284  297     0     0  con    0  1.0D+00  1.1D+00  1.896D+00 -3.324D+02
  285  298     0     0  con    0  1.0D+00  1.6D+00  7.892D+00 -3.342D+02
  286  299     0     0  con    0  1.0D+00  1.1D+00  1.830D+00 -3.367D+02
  287  300     0     0  con    0  1.0D+00  5.6D-01  9.627D-01 -3.385D+02
  288  301     0     0  con    0  1.0D+00  5.9D-01  3.388D+00 -3.405D+02
  289  302     0     0  con    0  1.0D+00  1.4D+00  9.237D+00 -3.421D+02
  290  303     0     0  con    0  1.0D+00  2.4D-01  1.655D+00 -3.449D+02
  291  304     0     0  con    0  1.0D+00  3.0D-01  1.701D+00 -3.466D+02
  292  305     0     0  con    0  1.0D+00  4.5D-01  2.402D+00 -3.479D+02
  293  306     0     0  con    0  1.0D+00  9.4D-01  3.566D+00 -3.500D+02
  294  307     0     0  con    0  1.0D+00  1.1D+00  2.310D+00 -3.522D+02
  295  308     0     0  con    0  1.0D+00  3.4D-01  1.010D+00 -3.536D+02
  296  309     0     0  con    0  1.0D+00  7.9D-01  2.529D+00 -3.558D+02
  297  310     0     0  con    0  1.0D+00  1.1D+00  5.548D+00 -3.567D+02
  298  311     0     0  con    0  1.0D+00  8.1D-02  1.798D+00 -3.585D+02
  299  312     0     0  con    0  1.0D+00  4.2D-01  1.689D+00 -3.601D+02
  300  313     0     0  con    0  1.0D+00  6.1D-01  1.866D+00 -3.612D+02
  301  314     0     0  con    0  1.0D+00  1.3D+00  3.173D+00 -3.636D+02
  302  315     0     0  con    0  1.0D+00  1.9D+00  5.074D+00 -3.659D+02
  303  316     0     0  con    0  1.0D+00  3.7D-01  1.436D+00 -3.678D+02
  304  317     0     0  con    0  1.0D+00  6.1D-01  3.577D+00 -3.702D+02
  305  318     0     0  con    0  1.0D+00  1.1D+00  3.897D+00 -3.722D+02
  306  319     0     0  con    0  1.0D+00  1.1D+00  1.354D+00 -3.746D+02
  307  320     0     0  con    0  1.0D+00  9.8D-01  1.744D+00 -3.767D+02
  308  321     0     0  con    0  1.0D+00  1.6D+00  5.950D+00 -3.785D+02
  309  322     0     0  con    0  1.0D+00  8.0D-01  1.426D+00 -3.806D+02
  310  323     0     0  con    0  1.0D+00  4.4D-01  2.148D+00 -3.823D+02
  311  324     0     0  con    0  1.0D+00  1.3D+00  5.714D+00 -3.849D+02
  312  326     0     0  con    1  5.2D-01  1.0D+00  3.742D+00 -3.863D+02
  313  327     0     0  con    0  1.0D+00  7.1D-01  1.640D+00 -3.878D+02
  314  328     0     0  con    0  1.0D+00  1.1D+00  1.343D+00 -3.895D+02
  315  329     0     0  con    0  1.0D+00  6.6D-01  3.730D+00 -3.901D+02
  316  330     0     0  con    0  1.0D+00  8.7D-02  1.639D+00 -3.907D+02
  317  331     0     0  con    0  1.0D+00  1.8D-01  1.586D+00 -3.915D+02
  318  332     0     0  con    0  1.0D+00  2.7D-01  1.920D+00 -3.921D+02
  319  333     0     0  con    0  1.0D+00  1.2D+00  8.816D+00 -3.926D+02
  320  334     0     0  con    0  1.0D+00  2.5D-01  1.420D+00 -3.940D+02
  321  335     0     0  con    0  1.0D+00  2.7D-01  1.320D+00 -3.946D+02
  322  336     0     0  con    0  1.0D+00  5.7D-01  1.626D+00 -3.951D+02
  323  337     0     0  con    0  1.0D+00  7.9D-01  4.181D+00 -3.956D+02
  324  338     0     0  con    0  1.0D+00  3.5D-01  1.457D+00 -3.963D+02
  325  339     0     0  con    0  1.0D+00  1.7D-01  6.936D-01 -3.966D+02
  326  340     0     0  con    0  1.0D+00  2.1D-01  1.426D+00 -3.969D+02
