RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   61   64     0     0  con    0  1.0D+00  6.3D-02  1.403D-01 -1.441D-01
   62   65     0     0  con    0  1.0D+00  6.5D-02  1.079D-01 -1.534D-01
   63   66     0     0  con    0  1.0D+00  7.2D-03  5.945D-02 -1.588D-01
   64   67     0     0  con    0  1.0D+00  1.9D-02  7.903D-02 -1.671D-01
   65   68     0     0  con    0  1.0D+00  3.1D-02  9.513D-02 -1.728D-01
   66   69     0     0  con    0  1.0D+00  3.3D-02  7.199D-02 -1.798D-01
   67   70     0     0  con    0  1.0D+00  3.2D-02  5.420D-02 -1.862D-01
   68   71     0     0  con    0  1.0D+00  3.4D-02  1.135D-01 -1.904D-01
   69   72     0     0  con    0  1.0D+00  9.4D-03  5.545D-02 -1.948D-01
   70   73     0     0  con    0  1.0D+00  1.1D-02  4.370D-02 -1.984D-01
   71   74     0     0  con    0  1.0D+00  1.4D-02  7.376D-02 -2.015D-01
   72   75     0     0  con    0  1.0D+00  4.4D-02  1.791D-01 -2.035D-01
   73   76     0     0  con    0  1.0D+00  5.2D-03  4.734D-02 -2.091D-01
   74   77     0     0  con    0  1.0D+00  9.2D-03  4.168D-02 -2.117D-01
   75   78     0     0  con    0  1.0D+00  2.0D-02  5.559D-02 -2.146D-01
   76   79     0     0  con    0  1.0D+00  3.4D-02  1.083D-01 -2.192D-01
   77   80     0     0  con    0  1.0D+00  5.1D-02  9.335D-02 -2.249D-01
   78   81     0     0  con    0  1.0D+00  2.9D-02  5.604D-02 -2.301D-01
   79   82     0     0  con    0  1.0D+00  6.2D-02  9.624D-02 -2.376D-01
   80   83     0     0  con    0  1.0D+00  4.3D-02  9.567D-02 -2.413D-01
   81   84     0     0  con    0  1.0D+00  6.4D-03  6.453D-02 -2.456D-01
   82   85     0     0  con    0  1.0D+00  2.8D-02  5.859D-02 -2.538D-01
   83   86     0     0  con    0  1.0D+00  4.8D-02  8.757D-02 -2.613D-01
   84   87     0     0  con    0  1.0D+00  1.5D-01  2.413D-01 -2.738D-01
   85   88     0     0  con    0  1.0D+00  1.2D-01  1.076D-01 -2.925D-01
   86   89     0     0  con    0  1.0D+00  9.9D-02  9.325D-02 -3.088D-01
   87   90     0     0  con    0  1.0D+00  1.5D-01  1.799D-01 -3.274D-01
   88   91     0     0  con    0  1.0D+00  2.3D-01  4.758D-01 -3.406D-01
   89   92     0     0  con    0  1.0D+00  4.8D-02  1.894D-01 -3.646D-01
   90   93     0     0  con    0  1.0D+00  1.7D-01  1.730D-01 -4.034D-01
   91   94     0     0  con    0  1.0D+00  2.4D-01  3.423D-01 -4.411D-01
   92   95     0     0  con    0  1.0D+00  6.2D-01  4.034D-01 -5.182D-01
   93   96     0     0  con    0  1.0D+00  1.0D+00  8.143D-01 -6.141D-01
   94   97     0     0  con    0  1.0D+00  3.9D-01  2.173D-01 -7.050D-01
   95   98     0     0  con    0  1.0D+00  7.0D-01  5.194D-01 -8.364D-01
   96   99     0     0  con    0  1.0D+00  9.4D-01  6.401D-01 -9.746D-01
   97  100     0     0  con    0  1.0D+00  2.6D+00  1.031D+00 -1.355D+00
   98  101     0     0  con    0  1.0D+00  6.2D+00  1.142D+00 -2.298D+00
   99  103     0     0  con    1  4.3D-01  7.1D+00  1.795D+00 -3.395D+00
  100  105     0     0  con    1  4.0D-01  6.4D+00  1.440D+00 -4.617D+00
  101  106     0     0  con    0  1.0D+00  1.1D+01  2.694D+00 -7.488D+00
  102  108     0     0  con    1  4.5D-01  1.4D+00  5.860D+00 -1.042D+01
  103  109     0     0  con    0  1.0D+00  3.3D+00  1.481D+00 -1.449D+01
  104  110     0     0  con    0  1.0D+00  4.2D+00  1.516D+00 -1.924D+01
  105  111     0     0  con    0  1.0D+00  1.1D+01  3.427D+00 -2.504D+01
  106  112     0     0  con    0  1.0D+00  4.6D+00  3.043D+00 -3.095D+01
  107  113     0     0  con    0  1.0D+00  3.8D-01  1.672D+00 -3.414D+01
  108  114     0     0  con    0  1.0D+00  2.4D+00  1.683D+00 -3.965D+01
  109  115     0     0  con    0  1.0D+00  5.3D+00  2.078D+00 -4.506D+01
  110  117     0     0  con    1  4.2D-01  7.7D-01  2.674D+00 -4.947D+01
  111  118     0     0  con    0  1.0D+00  2.3D+00  2.078D+00 -5.516D+01
  112  119     0     0  con    0  1.0D+00  2.6D+00  1.654D+00 -6.188D+01
  113  120     0     0  con    0  1.0D+00  2.2D+00  1.419D+01 -6.411D+01
  114  121     0     0  con    0  1.0D+00  6.7D-01  3.008D+00 -6.987D+01
  115  122     0     0  con    0  1.0D+00  9.1D-01  1.916D+00 -7.293D+01
  116  123     0     0  con    0  1.0D+00  9.6D-01  4.238D+00 -7.672D+01
  117  124     0     0  con    0  1.0D+00  1.2D+00  5.244D+00 -8.294D+01
  118  126     0     0  con    1  2.3D-01  7.7D-01  4.307D+00 -8.596D+01
  119  127     0     0  con    0  1.0D+00  1.2D+00  1.352D+00 -9.227D+01
  120  128     0     0  con    0  1.0D+00  1.4D+00  1.405D+00 -9.717D+01
  121  129     0     0  con    0  1.0D+00  3.0D+00  1.166D+01 -1.008D+02
  122  130     0     0  con    0  1.0D+00  9.5D-01  2.919D+00 -1.070D+02
  123  131     0     0  con    0  1.0D+00  8.8D-01  1.787D+00 -1.103D+02
  124  132     0     0  con    0  1.0D+00  1.7D+00  3.166D+00 -1.149D+02
  125  133     0     0  con    0  1.0D+00  3.1D+00  4.011D+00 -1.228D+02
  126  135     0     0  con    1  4.4D-01  3.1D+00  5.159D+00 -1.280D+02
  127  136     0     0  con    0  1.0D+00  2.0D+00  2.282D+00 -1.340D+02
  128  137     0     0  con    0  1.0D+00  1.4D+00  1.465D+00 -1.383D+02
  129  138     0     0  con    0  1.0D+00  1.5D+00  2.945D+00 -1.411D+02
  130  139     0     0  con    0  1.0D+00  5.9D-01  1.207D+00 -1.443D+02
  131  140     0     0  con    0  1.0D+00  5.5D-01  1.202D+00 -1.468D+02
  132  141     0     0  con    0  1.0D+00  6.8D-01  1.345D+00 -1.491D+02
  133  143     0     0  con    1  4.3D-01  1.0D+00  2.201D+00 -1.507D+02
  134  144     0     0  con    0  1.0D+00  9.3D-01  1.337D+00 -1.532D+02
  135  145     0     0  con    0  1.0D+00  1.1D+00  1.001D+00 -1.557D+02
  136  146     0     0  con    0  1.0D+00  1.2D+00  1.274D+00 -1.581D+02
  137  147     0     0  con    0  1.0D+00  1.9D+00  5.969D+00 -1.594D+02
  138  148     0     0  con    0  1.0D+00  1.1D-01  1.083D+00 -1.617D+02
  139  149     0     0  con    0  1.0D+00  1.2D-01  9.226D-01 -1.628D+02
  140  150     0     0  con    0  1.0D+00  2.7D-01  1.296D+00 -1.638D+02
  141  151     0     0  con    0  1.0D+00  9.1D-01  1.812D+00 -1.652D+02
  142  152     0     0  con    0  1.0D+00  7.5D-01  1.030D+00 -1.669D+02
  143  153     0     0  con    0  1.0D+00  5.0D-01  7.657D-01 -1.678D+02
  144  154     0     0  con    0  1.0D+00  6.1D-01  8.962D-01 -1.687D+02
  145  155     0     0  con    0  1.0D+00  6.6D-01  1.188D+00 -1.694D+02
  146  156     0     0  con    0  1.0D+00  7.8D-02  6.450D-01 -1.700D+02
  147  157     0     0  con    0  1.0D+00  2.5D-01  6.458D-01 -1.708D+02
  148  158     0     0  con    0  1.0D+00  2.7D-01  8.712D-01 -1.714D+02
  149  159     0     0  con    0  1.0D+00  1.1D+00  2.910D+00 -1.722D+02
  150  160     0     0  con    0  1.0D+00  2.2D-01  8.413D-01 -1.735D+02
  151  161     0     0  con    0  1.0D+00  1.4D-01  8.941D-01 -1.741D+02
  152  162     0     0  con    0  1.0D+00  3.8D-01  7.202D-01 -1.748D+02
  153  163     0     0  con    0  1.0D+00  7.8D-01  2.564D+00 -1.753D+02
  154  164     0     0  con    0  1.0D+00  2.5D-01  7.169D-01 -1.763D+02
  155  165     0     0  con    0  1.0D+00  2.4D-01  4.504D-01 -1.767D+02
  156  166     0     0  con    0  1.0D+00  3.2D-01  7.833D-01 -1.772D+02
  157  167     0     0  con    0  1.0D+00  5.9D-01  9.100D-01 -1.780D+02
  158  169     0     0  con    1  4.5D-01  4.9D-01  2.378D+00 -1.785D+02
  159  170     0     0  con    0  1.0D+00  3.4D-01  7.506D-01 -1.790D+02
  160  171     0     0  con    0  1.0D+00  2.5D-01  5.452D-01 -1.795D+02
  161  172     0     0  con    0  1.0D+00  4.2D-01  1.465D+00 -1.802D+02
  162  173     0     0  con    0  1.0D+00  7.6D-01  1.696D+00 -1.808D+02
  163  174     0     0  con    0  1.0D+00  2.8D-01  9.140D-01 -1.817D+02
  164  175     0     0  con    0  1.0D+00  3.9D-01  7.170D-01 -1.826D+02
  165  176     0     0  con    0  1.0D+00  4.6D-01  8.065D-01 -1.833D+02
  166  177     0     0  con    0  1.0D+00  1.1D+00  2.241D+00 -1.841D+02
  167  178     0     0  con    0  1.0D+00  5.4D-01  9.761D-01 -1.853D+02
  168  179     0     0  con    0  1.0D+00  3.2D-01  6.006D-01 -1.860D+02
  169  180     0     0  con    0  1.0D+00  4.7D-01  6.875D-01 -1.866D+02
  170  181     0     0  con    0  1.0D+00  9.4D-01  2.428D+00 -1.872D+02
  171  182     0     0  con    0  1.0D+00  3.6D-01  7.828D-01 -1.881D+02
  172  183     0     0  con    0  1.0D+00  2.4D-01  5.959D-01 -1.885D+02
  173  184     0     0  con    0  1.0D+00  3.4D-01  6.310D-01 -1.890D+02
  174  185     0     0  con    0  1.0D+00  7.0D-01  1.049D+00 -1.898D+02
  175  186     0     0  con    0  1.0D+00  9.7D-01  2.129D+00 -1.902D+02
  176  187     0     0  con    0  1.0D+00  1.3D-01  4.936D-01 -1.907D+02
  177  188     0     0  con    0  1.0D+00  5.8D-02  5.634D-01 -1.910D+02
  178  189     0     0  con    0  1.0D+00  2.2D-01  8.618D-01 -1.914D+02
  179  190     0     0  con    0  1.0D+00  7.8D-01  2.000D+00 -1.917D+02
  180  191     0     0  con    0  1.0D+00  2.2D-01  7.045D-01 -1.923D+02
  181  192     0     0  con    0  1.0D+00  2.3D-01  3.705D-01 -1.926D+02
  182  193     0     0  con    0  1.0D+00  3.3D-01  4.694D-01 -1.928D+02
  183  194     0     0  con    0  1.0D+00  4.6D-01  8.590D-01 -1.933D+02
  184  196     0     0  con    1  4.1D-01  3.9D-01  1.258D+00 -1.935D+02
  185  197     0     0  con    0  1.0D+00  3.3D-01  3.995D-01 -1.938D+02
  186  198     0     0  con    0  1.0D+00  2.2D-01  3.974D-01 -1.941D+02
  187  199     0     0  con    0  1.0D+00  4.7D-01  9.842D-01 -1.947D+02
  188  201     0     0  con    1  4.7D-01  2.7D-01  9.075D-01 -1.950D+02
  189  202     0     0  con    0  1.0D+00  2.0D-01  5.481D-01 -1.953D+02
  190  203     0     0  con    0  1.0D+00  3.2D-01  4.579D-01 -1.958D+02
  191  204     0     0  con    0  1.0D+00  3.0D-01  1.338D+00 -1.962D+02
  192  205     0     0  con    0  1.0D+00  4.0D-01  7.385D-01 -1.967D+02
  193  206     0     0  con    0  1.0D+00  3.0D-01  5.247D-01 -1.972D+02
  194  207     0     0  con    0  1.0D+00  4.3D-01  7.043D-01 -1.977D+02
  195  208     0     0  con    0  1.0D+00  2.1D-01  5.093D-01 -1.981D+02
  196  209     0     0  con    0  1.0D+00  3.5D-01  5.931D-01 -1.986D+02
  197  210     0     0  con    0  1.0D+00  8.5D-01  1.893D+00 -1.991D+02
  198  211     0     0  con    0  1.0D+00  3.6D-01  6.471D-01 -1.998D+02
  199  212     0     0  con    0  1.0D+00  3.3D-01  6.955D-01 -2.003D+02
  200  213     0     0  con    0  1.0D+00  6.9D-01  7.853D-01 -2.010D+02
  201  214     0     0  con    0  1.0D+00  1.1D+00  2.101D+00 -2.019D+02
  202  215     0     0  con    0  1.0D+00  1.4D+00  1.995D+00 -2.025D+02
  203  216     0     0  con    0  1.0D+00  1.4D-01  4.880D-01 -2.030D+02
  204  217     0     0  con    0  1.0D+00  1.0D-01  8.431D-01 -2.035D+02
  205  218     0     0  con    0  1.0D+00  4.9D-01  1.871D+00 -2.042D+02
  206  219     0     0  con    0  1.0D+00  1.5D+00  2.242D+00 -2.050D+02
  207  220     0     0  con    0  1.0D+00  7.5D-01  9.452D-01 -2.061D+02
  208  221     0     0  con    0  1.0D+00  8.7D-01  8.614D-01 -2.070D+02
  209  222     0     0  con    0  1.0D+00  1.1D+00  9.983D-01 -2.079D+02
  210  224     0     0  con    1  4.2D-01  9.5D-01  3.129D+00 -2.084D+02
  211  225     0     0  con    0  1.0D+00  1.2D+00  1.515D+00 -2.093D+02
  212  226     0     0  con    0  1.0D+00  8.5D-01  5.408D-01 -2.101D+02
  213  227     0     0  con    0  1.0D+00  8.4D-01  1.011D+00 -2.109D+02
  214  228     0     0  con    0  1.0D+00  1.1D+00  1.722D+00 -2.115D+02
  215  229     0     0  con    0  1.0D+00  3.4D-01  1.001D+00 -2.124D+02
  216  230     0     0  con    0  1.0D+00  1.5D-01  5.394D-01 -2.130D+02
  217  231     0     0  con    0  1.0D+00  2.0D-01  7.112D-01 -2.135D+02
  218  232     0     0  con    0  1.0D+00  6.4D-01  1.162D+00 -2.145D+02
  219  233     0     0  con    0  1.0D+00  9.8D-01  1.548D+00 -2.155D+02
  220  234     0     0  con    0  1.0D+00  3.5D-01  6.904D-01 -2.162D+02
  221  235     0     0  con    0  1.0D+00  4.8D-01  8.523D-01 -2.170D+02
  222  236     0     0  con    0  1.0D+00  6.5D-01  1.907D+00 -2.176D+02
  223  237     0     0  con    0  1.0D+00  5.9D-01  6.408D-01 -2.185D+02
  224  238     0     0  con    0  1.0D+00  7.8D-01  6.702D-01 -2.195D+02
  225  239     0     0  con    0  1.0D+00  1.2D+00  5.225D+00 -2.202D+02
  226  240     0     0  con    0  1.0D+00  4.7D-01  1.684D+00 -2.213D+02
  227  241     0     0  con    0  1.0D+00  6.0D-01  1.310D+00 -2.223D+02
  228  242     0     0  con    0  1.0D+00  9.7D-01  2.412D+00 -2.235D+02
  229  243     0     0  con    0  1.0D+00  1.9D+00  3.202D+00 -2.257D+02
  230  244     0     0  con    0  1.0D+00  4.5D+00  4.453D+00 -2.277D+02
  231  245     0     0  con    0  1.0D+00  4.6D-01  1.707D+00 -2.305D+02
  232  246     0     0  con    0  1.0D+00  5.2D-01  1.576D+00 -2.323D+02
  233  247     0     0  con    0  1.0D+00  1.5D+00  1.529D+00 -2.347D+02
  234  249     0     0  con    1  5.1D-01  3.3D+00  8.981D+00 -2.373D+02
  235  250     0     0  con    0  1.0D+00  3.1D+00  4.720D+00 -2.413D+02
  236  251     0     0  con    0  1.0D+00  4.7D+00  1.270D+00 -2.462D+02
  237  252     0     0  con    0  1.0D+00  4.5D+00  2.615D+00 -2.503D+02
  238  253     0     0  con    0  1.0D+00  7.3D+00  7.292D+00 -2.530D+02
  239  254     0     0  con    0  1.0D+00  2.2D-01  3.576D+00 -2.585D+02
  240  255     0     0  con    0  1.0D+00  2.8D-01  1.617D+00 -2.623D+02
  241  256     0     0  con    0  1.0D+00  1.5D+00  2.544D+00 -2.664D+02
  242  257     0     0  con    0  1.0D+00  6.2D+00  1.045D+01 -2.743D+02
  243  258     0     0  con    0  1.0D+00  5.7D+00  5.094D+00 -2.800D+02
  244  259     0     0  con    0  1.0D+00  2.7D-01  1.460D+00 -2.842D+02
  245  260     0     0  con    0  1.0D+00  5.2D-01  1.385D+00 -2.870D+02
  246  261     0     0  con    0  1.0D+00  1.0D+00  2.130D+00 -2.897D+02
  247  263     0     0  con    1  4.9D-01  2.8D+00  3.152D+00 -2.929D+02
  248  264     0     0  con    0  1.0D+00  2.2D+00  2.006D+00 -2.977D+02
  249  265     0     0  con    0  1.0D+00  2.1D+00  2.094D+00 -3.012D+02
  250  266     0     0  con    0  1.0D+00  1.7D+00  2.161D+00 -3.033D+02
  251  267     0     0  con    0  1.0D+00  9.2D-01  2.091D+00 -3.051D+02
  252  268     0     0  con    0  1.0D+00  2.7D-01  1.569D+00 -3.071D+02
  253  269     0     0  con    0  1.0D+00  1.2D+00  2.889D+00 -3.092D+02
  254  270     0     0  con    0  1.0D+00  3.1D-01  1.414D+00 -3.114D+02
  255  271     0     0  con    0  1.0D+00  1.0D+00  1.707D+00 -3.147D+02
  256  272     0     0  con    0  1.0D+00  1.1D+00  3.312D+00 -3.169D+02
  257  273     0     0  con    0  1.0D+00  1.7D+00  3.384D+00 -3.189D+02
  258  274     0     0  con    0  1.0D+00  1.4D-01  8.176D-01 -3.204D+02
  259  275     0     0  con    0  1.0D+00  1.8D-01  9.004D-01 -3.218D+02
  260  276     0     0  con    0  1.0D+00  3.9D-01  2.353D+00 -3.229D+02
  261  277     0     0  con    0  1.0D+00  1.1D+00  1.838D+00 -3.249D+02
  262  278     0     0  con    0  1.0D+00  6.5D-01  1.255D+00 -3.268D+02
  263  279     0     0  con    0  1.0D+00  5.7D-01  9.479D-01 -3.284D+02
  264  280     0     0  con    0  1.0D+00  5.1D-01  1.077D+00 -3.298D+02
  265  281     0     0  con    0  1.0D+00  6.5D-01  1.188D+00 -3.314D+02
  266  282     0     0  con    0  1.0D+00  5.5D-01  9.723D-01 -3.329D+02
  267  283     0     0  con    0  1.0D+00  6.1D-01  1.080D+00 -3.343D+02
  268  284     0     0  con    0  1.0D+00  7.1D-01  2.065D+00 -3.356D+02
  269  285     0     0  con    0  1.0D+00  8.1D-01  1.275D+00 -3.371D+02
  270  286     0     0  con    0  1.0D+00  6.9D-01  1.452D+00 -3.384D+02
  271  287     0     0  con    0  1.0D+00  9.0D-01  1.800D+00 -3.396D+02
  272  288     0     0  con    0  1.0D+00  3.4D-01  8.610D-01 -3.405D+02
  273  289     0     0  con    0  1.0D+00  3.9D-01  7.412D-01 -3.413D+02
  274  290     0     0  con    0  1.0D+00  9.2D-01  2.034D+00 -3.423D+02
  275  291     0     0  con    0  1.0D+00  9.8D-01  1.327D+00 -3.431D+02
  276  292     0     0  con    0  1.0D+00  6.7D-02  6.100D-01 -3.437D+02
  277  293     0     0  con    0  1.0D+00  3.4D-01  5.806D-01 -3.444D+02
  278  294     0     0  con    0  1.0D+00  4.9D-01  1.250D+00 -3.450D+02
  279  295     0     0  con    0  1.0D+00  1.2D+00  3.644D+00 -3.457D+02
  280  296     0     0  con    0  1.0D+00  2.5D-01  7.014D-01 -3.467D+02
  281  297     0     0  con    0  1.0D+00  2.6D-01  1.545D+00 -3.477D+02
  282  298     0     0  con    0  1.0D+00  4.2D-01  2.117D+00 -3.486D+02
  283  299     0     0  con    0  1.0D+00  8.3D-01  1.843D+00 -3.498D+02
  284  300     0     0  con    0  1.0D+00  6.2D-01  1.249D+00 -3.512D+02
  285  301     0     0  con    0  1.0D+00  3.0D-01  7.245D-01 -3.521D+02
  286  302     0     0  con    0  1.0D+00  6.2D-01  9.007D-01 -3.534D+02
  287  303     0     0  con    0  1.0D+00  1.0D+00  1.288D+00 -3.548D+02
  288  304     0     0  con    0  1.0D+00  1.3D+00  1.875D+00 -3.564D+02
  289  305     0     0  con    0  1.0D+00  4.7D-01  9.147D-01 -3.577D+02
  290  306     0     0  con    0  1.0D+00  6.7D-01  1.004D+00 -3.592D+02
  291  307     0     0  con    0  1.0D+00  6.8D-01  1.618D+00 -3.602D+02
  292  308     0     0  con    0  1.0D+00  6.6D-01  1.065D+00 -3.615D+02
  293  309     0     0  con    0  1.0D+00  1.8D+00  3.596D+00 -3.628D+02
  294  310     0     0  con    0  1.0D+00  5.2D-01  1.597D+00 -3.640D+02
  295  311     0     0  con    0  1.0D+00  7.2D-02  1.178D+00 -3.646D+02
  296  312     0     0  con    0  1.0D+00  4.7D-01  1.035D+00 -3.655D+02
  297  313     0     0  con    0  1.0D+00  1.4D+00  3.575D+00 -3.665D+02
  298  314     0     0  con    0  1.0D+00  5.5D-01  2.218D+00 -3.679D+02
  299  315     0     0  con    0  1.0D+00  1.7D+00  1.026D+00 -3.701D+02
  300  316     0     0  con    0  1.0D+00  9.7D-01  1.562D+00 -3.712D+02
  301  317     0     0  con    0  1.0D+00  2.5D+00  3.757D+00 -3.726D+02
  302  318     0     0  con    0  1.0D+00  2.9D-01  1.818D+00 -3.748D+02
  303  319     0     0  con    0  1.0D+00  1.8D-01  1.030D+00 -3.760D+02
  304  320     0     0  con    0  1.0D+00  4.4D-01  1.802D+00 -3.781D+02
  305  321     0     0  con    0  1.0D+00  7.1D-01  1.400D+00 -3.804D+02
  306  322     0     0  con    0  1.0D+00  1.8D+00  4.960D+00 -3.824D+02
  307  323     0     0  con    0  1.0D+00  1.8D-01  1.407D+00 -3.846D+02
  308  324     0     0  con    0  1.0D+00  3.3D-01  1.132D+00 -3.856D+02
  309  325     0     0  con    0  1.0D+00  4.6D-01  1.561D+00 -3.864D+02
  310  326     0     0  con    0  1.0D+00  1.3D+00  6.460D+00 -3.869D+02
  311  327     0     0  con    0  1.0D+00  2.0D-01  1.403D+00 -3.888D+02
  312  328     0     0  con    0  1.0D+00  2.0D-01  8.796D-01 -3.895D+02
  313  329     0     0  con    0  1.0D+00  4.8D-01  1.456D+00 -3.904D+02
  314  330     0     0  con    0  1.0D+00  7.2D-01  1.502D+00 -3.917D+02
  315  332     0     0  con    1  4.0D-01  5.6D-01  2.752D+00 -3.922D+02
  316  333     0     0  con    0  1.0D+00  3.4D-01  8.103D-01 -3.928D+02
  317  334     0     0  con    0  1.0D+00  2.0D-01  6.275D-01 -3.932D+02
  318  335     0     0  con    0  1.0D+00  3.9D-01  1.489D+00 -3.937D+02
  319  336     0     0  con    0  1.0D+00  4.0D-01  3.280D+00 -3.939D+02
  320  337     0     0  con    0  1.0D+00  4.2D-02  1.043D+00 -3.944D+02
  321  338     0     0  con    0  1.0D+00  1.0D-01  6.772D-01 -3.948D+02
  322  339     0     0  con    0  1.0D+00  1.6D-01  1.186D+00 -3.951D+02
  323  340     0     0  con    0  1.0D+00  3.9D-01  1.697D+00 -3.957D+02
  324  342     0     0  con    1  5.0D-01  4.7D-01  3.085D+00 -3.962D+02
  325  343     0     0  con    0  1.0D+00  4.9D-01  8.256D-01 -3.968D+02
  326  344     0     0  con    0  1.0D+00  3.2D-01  4.076D-01 -3.973D+02
