RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   61   66     0     0  con    0  1.0D+00  1.2D-02  1.372D-01 -9.723D-02
   62   67     0     0  con    0  1.0D+00  2.6D-02  2.099D-01 -1.061D-01
   63   68     0     0  con    0  1.0D+00  6.4D-02  6.087D-01 -1.214D-01
   64   69     0     0  con    0  1.0D+00  8.5D-02  5.686D-01 -1.310D-01
   65   70     0     0  con    0  1.0D+00  6.6D-03  8.827D-02 -1.397D-01
   66   71     0     0  con    0  1.0D+00  1.0D-02  1.330D-01 -1.451D-01
   67   72     0     0  con    0  1.0D+00  2.3D-02  2.311D-01 -1.508D-01
   68   73     0     0  con    0  1.0D+00  7.0D-02  6.499D-01 -1.543D-01
   69   74     0     0  con    0  1.0D+00  1.1D-02  1.453D-01 -1.641D-01
   70   75     0     0  con    0  1.0D+00  1.5D-02  7.432D-02 -1.683D-01
   71   76     0     0  con    0  1.0D+00  2.7D-02  1.408D-01 -1.725D-01
   72   77     0     0  con    0  1.0D+00  3.8D-02  2.120D-01 -1.789D-01
   73   79     0     0  con    1  4.6D-01  3.6D-02  3.804D-01 -1.825D-01
   74   80     0     0  con    0  1.0D+00  2.7D-02  9.174D-02 -1.872D-01
   75   81     0     0  con    0  1.0D+00  2.2D-02  8.925D-02 -1.913D-01
   76   82     0     0  con    0  1.0D+00  4.3D-02  2.172D-01 -1.975D-01
   77   83     0     0  con    0  1.0D+00  4.7D-02  5.082D-01 -1.985D-01
   78   84     0     0  con    0  1.0D+00  7.7D-03  1.076D-01 -2.048D-01
   79   85     0     0  con    0  1.0D+00  4.4D-03  5.415D-02 -2.072D-01
   80   86     0     0  con    0  1.0D+00  1.3D-02  1.245D-01 -2.105D-01
   81   87     0     0  con    0  1.0D+00  2.8D-02  1.651D-01 -2.156D-01
   82   89     0     0  con    1  5.1D-01  3.7D-02  4.032D-01 -2.196D-01
   83   90     0     0  con    0  1.0D+00  4.0D-02  7.406D-02 -2.252D-01
   84   91     0     0  con    0  1.0D+00  2.4D-02  4.213D-02 -2.288D-01
   85   92     0     0  con    0  1.0D+00  4.4D-02  1.916D-01 -2.339D-01
   86   93     0     0  con    0  1.0D+00  5.0D-02  3.559D-01 -2.369D-01
   87   94     0     0  con    0  1.0D+00  4.4D-03  1.449D-01 -2.419D-01
   88   95     0     0  con    0  1.0D+00  2.0D-02  1.035D-01 -2.482D-01
   89   96     0     0  con    0  1.0D+00  3.3D-02  1.737D-01 -2.542D-01
   90   97     0     0  con    0  1.0D+00  1.1D-01  5.463D-01 -2.656D-01
   91   98     0     0  con    0  1.0D+00  1.1D-01  2.649D-01 -2.792D-01
   92   99     0     0  con    0  1.0D+00  5.1D-02  1.195D-01 -2.889D-01
   93  100     0     0  con    0  1.0D+00  9.4D-02  1.453D-01 -3.024D-01
   94  101     0     0  con    0  1.0D+00  1.3D-01  3.068D-01 -3.163D-01
   95  102     0     0  con    0  1.0D+00  1.8D-01  2.268D-01 -3.407D-01
   96  103     0     0  con    0  1.0D+00  3.7D-01  5.021D-01 -3.844D-01
   97  104     0     0  con    0  1.0D+00  6.2D-01  1.008D+00 -4.124D-01
   98  105     0     0  con    0  1.0D+00  3.1D-02  2.279D-01 -4.601D-01
   99  106     0     0  con    0  1.0D+00  5.9D-02  3.530D-01 -4.970D-01
  100  107     0     0  con    0  1.0D+00  3.0D-01  6.523D-01 -5.530D-01
  101  108     0     0  con    0  1.0D+00  1.0D+00  1.044D+00 -6.386D-01
  102  109     0     0  con    0  1.0D+00  7.6D-01  3.863D-01 -7.704D-01
  103  110     0     0  con    0  1.0D+00  1.2D+00  4.669D-01 -9.387D-01
  104  111     0     0  con    0  1.0D+00  2.2D+00  1.227D+00 -1.202D+00
  105  112     0     0  con    0  1.0D+00  5.4D+00  1.943D+00 -1.724D+00
  106  113     0     0  con    0  1.0D+00  7.1D+00  1.454D+00 -2.560D+00
  107  114     0     0  con    0  1.0D+00  9.2D+00  3.722D+00 -4.141D+00
  108  115     0     0  con    0  1.0D+00  6.3D+00  7.487D+00 -6.786D+00
  109  116     0     0  con    0  1.0D+00  6.2D+00  1.917D+00 -9.627D+00
  110  117     0     0  con    0  1.0D+00  7.8D+00  4.377D+00 -1.481D+01
  111  118     0     0  con    0  1.0D+00  1.3D+01  7.698D+00 -1.994D+01
  112  119     0     0  con    0  1.0D+00  5.5D+00  1.413D+01 -2.347D+01
  113  120     0     0  con    0  1.0D+00  1.3D+00  1.846D+00 -2.778D+01
  114  121     0     0  con    0  1.0D+00  1.8D+00  2.395D+00 -3.004D+01
  115  122     0     0  con    0  1.0D+00  5.2D+00  8.325D+00 -3.536D+01
  116  123     0     0  con    0  1.0D+00  2.4D+00  5.149D+00 -4.039D+01
  117  124     0     0  con    0  1.0D+00  5.2D+00  1.285D+01 -4.772D+01
  118  125     0     0  con    0  1.0D+00  1.3D+00  4.972D+00 -5.457D+01
  119  126     0     0  con    0  1.0D+00  1.4D+00  4.750D+00 -5.767D+01
  120  127     0     0  con    0  1.0D+00  8.5D-01  1.058D+01 -6.172D+01
  121  128     0     0  con    0  1.0D+00  1.3D+00  3.763D+00 -6.614D+01
  122  129     0     0  con    0  1.0D+00  1.9D+00  4.977D+00 -6.955D+01
  123  130     0     0  con    0  1.0D+00  6.1D+00  1.165D+01 -7.669D+01
  124  132     0     0  con    1  4.6D-01  2.6D+00  4.291D+00 -8.011D+01
  125  133     0     0  con    0  1.0D+00  4.3D-01  3.152D+00 -8.341D+01
  126  134     0     0  con    0  1.0D+00  1.6D+00  6.606D+00 -9.048D+01
  127  135     0     0  con    0  1.0D+00  2.0D+00  1.293D+01 -9.094D+01
  128  136     0     0  con    0  1.0D+00  7.7D-01  3.619D+00 -9.499D+01
  129  137     0     0  con    0  1.0D+00  1.9D-01  1.883D+00 -9.747D+01
  130  138     0     0  con    0  1.0D+00  8.8D-01  4.871D+00 -1.014D+02
  131  139     0     0  con    0  1.0D+00  1.3D+00  5.325D+00 -1.057D+02
  132  141     0     0  con    1  4.2D-01  1.7D+00  1.497D+01 -1.094D+02
  133  142     0     0  con    0  1.0D+00  2.2D+00  4.096D+00 -1.159D+02
  134  143     0     0  con    0  1.0D+00  1.5D+00  1.582D+00 -1.209D+02
  135  144     0     0  con    0  1.0D+00  2.1D+00  4.554D+00 -1.271D+02
  136  146     0     0  con    1  3.9D-01  9.3D-01  1.002D+01 -1.299D+02
  137  147     0     0  con    0  1.0D+00  8.0D-01  4.806D+00 -1.340D+02
  138  148     0     0  con    0  1.0D+00  9.2D-01  1.562D+00 -1.394D+02
  139  149     0     0  con    0  1.0D+00  1.2D+00  1.142D+01 -1.435D+02
  140  150     0     0  con    0  1.0D+00  8.4D-01  4.586D+00 -1.481D+02
  141  151     0     0  con    0  1.0D+00  5.9D-01  1.260D+00 -1.518D+02
  142  152     0     0  con    0  1.0D+00  8.2D-01  7.096D+00 -1.549D+02
  143  153     0     0  con    0  1.0D+00  7.5D-01  5.086D+00 -1.575D+02
  144  154     0     0  con    0  1.0D+00  2.2D-01  1.472D+00 -1.593D+02
  145  155     0     0  con    0  1.0D+00  5.8D-01  1.851D+00 -1.617D+02
  146  156     0     0  con    0  1.0D+00  6.6D-01  5.759D+00 -1.633D+02
  147  157     0     0  con    0  1.0D+00  5.4D-01  3.439D+00 -1.651D+02
  148  158     0     0  con    0  1.0D+00  1.1D+00  2.232D+00 -1.671D+02
  149  159     0     0  con    0  1.0D+00  4.1D-01  4.681D+00 -1.680D+02
  150  160     0     0  con    0  1.0D+00  6.0D-02  1.845D+00 -1.687D+02
  151  161     0     0  con    0  1.0D+00  3.6D-01  1.563D+00 -1.702D+02
  152  162     0     0  con    0  1.0D+00  4.4D-01  4.124D+00 -1.712D+02
  153  163     0     0  con    0  1.0D+00  9.7D-01  3.493D+00 -1.729D+02
  154  165     0     0  con    1  4.1D-01  4.3D-01  3.868D+00 -1.735D+02
  155  166     0     0  con    0  1.0D+00  3.7D-01  2.309D+00 -1.745D+02
  156  167     0     0  con    0  1.0D+00  5.0D-01  7.105D-01 -1.756D+02
  157  168     0     0  con    0  1.0D+00  4.4D-01  4.520D+00 -1.762D+02
  158  169     0     0  con    0  1.0D+00  1.2D-01  1.574D+00 -1.770D+02
  159  170     0     0  con    0  1.0D+00  1.0D-01  9.520D-01 -1.775D+02
  160  171     0     0  con    0  1.0D+00  1.6D-01  1.679D+00 -1.780D+02
  161  172     0     0  con    0  1.0D+00  4.1D-01  4.106D+00 -1.789D+02
  162  173     0     0  con    0  1.0D+00  5.4D-01  3.266D+00 -1.796D+02
  163  174     0     0  con    0  1.0D+00  9.1D-02  8.724D-01 -1.802D+02
  164  175     0     0  con    0  1.0D+00  2.4D-01  1.645D+00 -1.809D+02
  165  176     0     0  con    0  1.0D+00  3.5D-01  3.733D+00 -1.814D+02
  166  177     0     0  con    0  1.0D+00  3.8D-01  1.400D+00 -1.821D+02
  167  178     0     0  con    0  1.0D+00  5.2D-01  1.055D+00 -1.829D+02
  168  179     0     0  con    0  1.0D+00  6.5D-01  4.953D+00 -1.832D+02
  169  180     0     0  con    0  1.0D+00  7.8D-02  1.717D+00 -1.839D+02
  170  181     0     0  con    0  1.0D+00  1.8D-01  1.820D+00 -1.846D+02
  171  182     0     0  con    0  1.0D+00  3.3D-01  2.544D+00 -1.853D+02
  172  183     0     0  con    0  1.0D+00  7.9D-01  3.710D+00 -1.864D+02
  173  184     0     0  con    0  1.0D+00  1.5D+00  5.941D+00 -1.867D+02
  174  185     0     0  con    0  1.0D+00  1.8D-01  7.730D-01 -1.880D+02
  175  186     0     0  con    0  1.0D+00  4.9D-02  7.352D-01 -1.883D+02
  176  187     0     0  con    0  1.0D+00  2.9D-01  1.294D+00 -1.889D+02
  177  189     0     0  con    1  4.9D-01  4.9D-01  3.829D+00 -1.894D+02
  178  190     0     0  con    0  1.0D+00  4.9D-01  1.868D+00 -1.900D+02
  179  191     0     0  con    0  1.0D+00  5.7D-01  6.055D-01 -1.906D+02
  180  192     0     0  con    0  1.0D+00  5.4D-01  2.328D+00 -1.910D+02
  181  193     0     0  con    0  1.0D+00  5.0D-01  1.620D+00 -1.914D+02
  182  194     0     0  con    0  1.0D+00  1.9D-01  6.421D-01 -1.919D+02
  183  195     0     0  con    0  1.0D+00  5.1D-01  2.417D+00 -1.925D+02
  184  196     0     0  con    0  1.0D+00  2.3D-01  1.408D+00 -1.931D+02
  185  197     0     0  con    0  1.0D+00  2.7D-01  9.945D-01 -1.936D+02
  186  198     0     0  con    0  1.0D+00  7.4D-01  2.594D+00 -1.943D+02
  187  199     0     0  con    0  1.0D+00  5.8D-01  2.717D+00 -1.948D+02
  188  200     0     0  con    0  1.0D+00  5.1D-02  1.026D+00 -1.951D+02
  189  201     0     0  con    0  1.0D+00  2.0D-01  4.543D-01 -1.953D+02
  190  202     0     0  con    0  1.0D+00  3.4D-01  1.125D+00 -1.956D+02
  191  203     0     0  con    0  1.0D+00  7.2D-01  2.613D+00 -1.958D+02
  192  204     0     0  con    0  1.0D+00  1.1D-01  4.442D-01 -1.962D+02
  193  205     0     0  con    0  1.0D+00  1.0D-01  1.016D+00 -1.964D+02
  194  206     0     0  con    0  1.0D+00  2.2D-01  1.228D+00 -1.966D+02
  195  207     0     0  con    0  1.0D+00  5.4D-01  1.577D+00 -1.971D+02
  196  208     0     0  con    0  1.0D+00  6.0D-01  1.806D+00 -1.975D+02
  197  209     0     0  con    0  1.0D+00  1.0D-01  6.466D-01 -1.977D+02
  198  210     0     0  con    0  1.0D+00  2.2D-01  9.418D-01 -1.980D+02
  199  211     0     0  con    0  1.0D+00  3.0D-01  1.905D+00 -1.982D+02
  200  212     0     0  con    0  1.0D+00  2.5D-01  6.215D-01 -1.984D+02
  201  213     0     0  con    0  1.0D+00  3.7D-01  4.618D-01 -1.987D+02
  202  214     0     0  con    0  1.0D+00  4.3D-01  2.607D+00 -1.988D+02
  203  215     0     0  con    0  1.0D+00  2.1D-01  9.454D-01 -1.991D+02
  204  216     0     0  con    0  1.0D+00  2.4D-01  6.001D-01 -1.993D+02
  205  217     0     0  con    0  1.0D+00  2.0D-01  1.023D+00 -1.995D+02
  206  218     0     0  con    0  1.0D+00  5.5D-01  3.209D+00 -1.996D+02
  207  219     0     0  con    0  1.0D+00  1.1D-01  7.574D-01 -2.000D+02
  208  220     0     0  con    0  1.0D+00  2.1D-01  8.751D-01 -2.003D+02
  209  221     0     0  con    0  1.0D+00  3.8D-01  1.629D+00 -2.006D+02
  210  222     0     0  con    0  1.0D+00  7.9D-01  3.620D+00 -2.010D+02
  211  223     0     0  con    0  1.0D+00  7.5D-01  1.447D+00 -2.015D+02
  212  224     0     0  con    0  1.0D+00  4.2D-01  7.661D-01 -2.019D+02
  213  225     0     0  con    0  1.0D+00  6.1D-01  1.586D+00 -2.024D+02
  214  226     0     0  con    0  1.0D+00  9.0D-01  2.624D+00 -2.027D+02
  215  227     0     0  con    0  1.0D+00  2.3D-01  7.090D-01 -2.031D+02
  216  228     0     0  con    0  1.0D+00  4.1D-01  9.825D-01 -2.036D+02
  217  229     0     0  con    0  1.0D+00  5.5D-01  1.753D+00 -2.041D+02
  218  230     0     0  con    0  1.0D+00  1.7D+00  5.422D+00 -2.043D+02
  219  231     0     0  con    0  1.0D+00  2.3D-01  6.682D-01 -2.052D+02
  220  232     0     0  con    0  1.0D+00  2.3D-01  7.015D-01 -2.056D+02
  221  233     0     0  con    0  1.0D+00  4.9D-01  7.699D-01 -2.058D+02
  222  234     0     0  con    0  1.0D+00  6.3D-01  1.082D+00 -2.063D+02
  223  235     0     0  con    0  1.0D+00  1.8D+00  4.576D+00 -2.067D+02
  224  236     0     0  con    0  1.0D+00  1.2D-01  5.858D-01 -2.074D+02
  225  237     0     0  con    0  1.0D+00  5.8D-02  1.112D+00 -2.077D+02
  226  238     0     0  con    0  1.0D+00  5.1D-01  2.117D+00 -2.083D+02
  227  239     0     0  con    0  1.0D+00  1.6D+00  8.917D+00 -2.085D+02
  228  240     0     0  con    0  1.0D+00  2.4D-01  2.594D+00 -2.094D+02
  229  241     0     0  con    0  1.0D+00  6.2D-01  8.762D-01 -2.099D+02
  230  242     0     0  con    0  1.0D+00  1.1D+00  2.125D+00 -2.104D+02
  231  243     0     0  con    0  1.0D+00  1.5D+00  2.813D+00 -2.113D+02
  232  244     0     0  con    0  1.0D+00  3.8D+00  7.347D+00 -2.117D+02
  233  245     0     0  con    0  1.0D+00  8.8D-01  8.206D-01 -2.137D+02
  234  246     0     0  con    0  1.0D+00  2.5D-01  7.709D-01 -2.145D+02
  235  247     0     0  con    0  1.0D+00  1.2D+00  2.375D+00 -2.159D+02
  236  248     0     0  con    0  1.0D+00  2.6D+00  5.873D+00 -2.173D+02
  237  249     0     0  con    0  1.0D+00  2.0D+00  2.343D+00 -2.192D+02
  238  250     0     0  con    0  1.0D+00  2.8D+00  1.861D+00 -2.212D+02
  239  251     0     0  con    0  1.0D+00  2.2D+00  2.452D+00 -2.228D+02
  240  252     0     0  con    0  1.0D+00  4.6D+00  5.453D+00 -2.254D+02
  241  253     0     0  con    0  1.0D+00  3.4D+00  3.038D+00 -2.286D+02
  242  254     0     0  con    0  1.0D+00  2.9D+00  2.247D+00 -2.323D+02
  243  255     0     0  con    0  1.0D+00  3.6D+00  6.647D+00 -2.352D+02
  244  256     0     0  con    0  1.0D+00  6.2D-01  1.804D+00 -2.384D+02
  245  257     0     0  con    0  1.0D+00  1.5D+00  3.384D+00 -2.419D+02
  246  258     0     0  con    0  1.0D+00  2.8D+00  7.880D+00 -2.456D+02
  247  259     0     0  con    0  1.0D+00  6.7D+00  1.546D+01 -2.470D+02
  248  260     0     0  con    0  1.0D+00  5.0D-01  3.251D+00 -2.522D+02
  249  261     0     0  con    0  1.0D+00  1.0D+00  2.276D+00 -2.548D+02
  250  262     0     0  con    0  1.0D+00  2.4D+00  3.811D+00 -2.570D+02
  251  263     0     0  con    0  1.0D+00  3.0D+00  7.868D+00 -2.602D+02
  252  264     0     0  con    0  1.0D+00  3.9D+00  5.277D+00 -2.636D+02
  253  265     0     0  con    0  1.0D+00  2.0D-01  1.566D+00 -2.659D+02
  254  266     0     0  con    0  1.0D+00  4.3D-01  4.194D+00 -2.684D+02
  255  267     0     0  con    0  1.0D+00  8.5D-01  6.342D+00 -2.700D+02
  256  268     0     0  con    0  1.0D+00  5.7D-01  1.364D+00 -2.721D+02
  257  269     0     0  con    0  1.0D+00  1.4D+00  2.950D+00 -2.744D+02
  258  270     0     0  con    0  1.0D+00  1.2D+00  3.364D+00 -2.764D+02
  259  272     0     0  con    1  4.8D-01  2.1D+00  9.214D+00 -2.788D+02
  260  273     0     0  con    0  1.0D+00  2.0D+00  2.026D+00 -2.826D+02
  261  274     0     0  con    0  1.0D+00  1.1D+00  1.307D+00 -2.854D+02
  262  275     0     0  con    0  1.0D+00  1.3D+00  4.880D+00 -2.886D+02
  263  276     0     0  con    0  1.0D+00  1.6D+00  1.083D+01 -2.899D+02
  264  277     0     0  con    0  1.0D+00  3.3D-01  1.294D+00 -2.928D+02
  265  278     0     0  con    0  1.0D+00  1.7D-01  2.272D+00 -2.945D+02
  266  279     0     0  con    0  1.0D+00  3.9D-01  4.052D+00 -2.962D+02
  267  280     0     0  con    0  1.0D+00  1.4D+00  9.593D+00 -2.979D+02
  268  281     0     0  con    0  1.0D+00  6.1D-01  2.454D+00 -3.010D+02
  269  282     0     0  con    0  1.0D+00  8.5D-01  1.616D+00 -3.032D+02
  270  283     0     0  con    0  1.0D+00  1.0D+00  2.932D+00 -3.051D+02
  271  284     0     0  con    0  1.0D+00  1.8D+00  3.949D+00 -3.090D+02
  272  285     0     0  con    0  1.0D+00  3.7D+00  1.268D+01 -3.112D+02
  273  286     0     0  con    0  1.0D+00  5.8D-01  1.595D+00 -3.148D+02
  274  287     0     0  con    0  1.0D+00  3.3D-01  2.651D+00 -3.160D+02
  275  288     0     0  con    0  1.0D+00  2.8D-01  4.562D+00 -3.178D+02
  276  290     0     0  con    1  5.1D-01  8.5D-01  6.792D+00 -3.193D+02
  277  291     0     0  con    0  1.0D+00  6.6D-01  3.196D+00 -3.211D+02
  278  292     0     0  con    0  1.0D+00  9.8D-01  1.596D+00 -3.227D+02
  279  293     0     0  con    0  1.0D+00  7.8D-01  4.615D+00 -3.239D+02
  280  294     0     0  con    0  1.0D+00  1.0D+00  3.405D+00 -3.256D+02
  281  295     0     0  con    0  1.0D+00  7.8D-01  2.325D+00 -3.277D+02
  282  296     0     0  con    0  1.0D+00  1.3D+00  4.670D+00 -3.299D+02
  283  297     0     0  con    0  1.0D+00  2.5D-01  1.582D+00 -3.321D+02
  284  298     0     0  con    0  1.0D+00  1.8D-01  1.421D+00 -3.334D+02
  285  299     0     0  con    0  1.0D+00  5.9D-01  4.544D+00 -3.351D+02
  286  300     0     0  con    0  1.0D+00  9.3D-01  5.075D+00 -3.360D+02
  287  301     0     0  con    0  1.0D+00  1.2D-01  1.216D+00 -3.369D+02
  288  302     0     0  con    0  1.0D+00  3.4D-01  1.174D+00 -3.376D+02
  289  303     0     0  con    0  1.0D+00  6.0D-01  2.373D+00 -3.385D+02
  290  304     0     0  con    0  1.0D+00  1.4D+00  8.847D+00 -3.391D+02
  291  305     0     0  con    0  1.0D+00  3.3D-01  9.203D-01 -3.408D+02
  292  306     0     0  con    0  1.0D+00  2.1D-01  1.131D+00 -3.415D+02
  293  307     0     0  con    0  1.0D+00  4.7D-01  2.128D+00 -3.424D+02
  294  308     0     0  con    0  1.0D+00  7.3D-01  2.711D+00 -3.437D+02
  295  309     0     0  con    0  1.0D+00  1.1D+00  1.611D+00 -3.455D+02
  296  310     0     0  con    0  1.0D+00  9.0D-01  2.472D+00 -3.471D+02
  297  311     0     0  con    0  1.0D+00  1.4D+00  6.920D+00 -3.484D+02
  298  312     0     0  con    0  1.0D+00  2.4D-01  1.357D+00 -3.498D+02
  299  313     0     0  con    0  1.0D+00  1.5D-01  2.301D+00 -3.506D+02
  300  314     0     0  con    0  1.0D+00  4.3D-01  3.110D+00 -3.523D+02
  301  315     0     0  con    0  1.0D+00  1.2D+00  9.147D+00 -3.537D+02
  302  316     0     0  con    0  1.0D+00  7.4D-01  2.089D+00 -3.562D+02
  303  317     0     0  con    0  1.0D+00  9.4D-01  2.214D+00 -3.580D+02
  304  318     0     0  con    0  1.0D+00  1.4D+00  3.058D+00 -3.599D+02
  305  319     0     0  con    0  1.0D+00  2.6D+00  1.772D+01 -3.606D+02
  306  320     0     0  con    0  1.0D+00  3.4D-01  4.571D+00 -3.641D+02
  307  321     0     0  con    0  1.0D+00  4.6D-01  1.637D+00 -3.659D+02
  308  322     0     0  con    0  1.0D+00  9.1D-01  3.876D+00 -3.676D+02
  309  323     0     0  con    0  1.0D+00  1.2D+00  5.689D+00 -3.702D+02
  310  325     0     0  con    1  4.8D-01  1.6D+00  7.047D+00 -3.723D+02
  311  326     0     0  con    0  1.0D+00  1.1D+00  2.166D+00 -3.746D+02
  312  327     0     0  con    0  1.0D+00  5.8D-01  1.259D+00 -3.759D+02
  313  328     0     0  con    0  1.0D+00  9.9D-01  3.945D+00 -3.776D+02
  314  329     0     0  con    0  1.0D+00  8.7D-01  9.918D+00 -3.780D+02
  315  330     0     0  con    0  1.0D+00  1.4D-01  2.626D+00 -3.794D+02
  316  331     0     0  con    0  1.0D+00  1.1D-01  1.165D+00 -3.802D+02
  317  332     0     0  con    0  1.0D+00  3.3D-01  2.986D+00 -3.811D+02
  318  333     0     0  con    0  1.0D+00  7.2D-01  4.229D+00 -3.825D+02
  319  335     0     0  con    1  4.3D-01  7.6D-01  7.201D+00 -3.834D+02
  320  336     0     0  con    0  1.0D+00  8.7D-01  1.768D+00 -3.848D+02
  321  337     0     0  con    0  1.0D+00  4.1D-01  6.575D-01 -3.855D+02
  322  338     0     0  con    0  1.0D+00  6.3D-01  1.527D+00 -3.864D+02
  323  340     0     0  con    1  5.1D-01  4.1D-01  3.817D+00 -3.869D+02
  324  341     0     0  con    0  1.0D+00  3.4D-01  1.917D+00 -3.877D+02
  325  342     0     0  con    0  1.0D+00  6.1D-01  1.179D+00 -3.890D+02
  326  343     0     0  con    0  1.0D+00  6.0D-01  6.203D+00 -3.898D+02
